id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight
0000119,2019,15,19,15–19,M,C,382.16943427744536
0000219,2019,15,19,15–19,M,C,382.16943427744536
0000319,2019,15,19,15–19,M,C,382.16943427744536
0000419,2019,15,19,15–19,M,C,382.16943427744536
0000519,2019,15,19,15–19,M,C,382.16943427744536
0000619,2019,15,19,15–19,M,C,382.16943427744536
0000719,2019,15,19,15–19,M,C,382.16943427744536
0000819,2019,15,19,15–19,M,C,382.16943427744536
0000919,2019,15,19,15–19,M,C,382.16943427744536
0001019,2019,15,19,15–19,M,C,382.16943427744536
0001119,2019,15,19,15–19,M,C,382.16943427744536
0001219,2019,15,19,15–19,M,C,382.16943427744536
0001319,2019,15,19,15–19,M,C,382.16943427744536
0001419,2019,15,19,15–19,M,C,382.16943427744536
0001519,2019,15,19,15–19,M,C,382.16943427744536
0001619,2019,15,19,15–19,M,C,382.16943427744536
0001719,2019,15,19,15–19,M,C,382.16943427744536
0001819,2019,15,19,15–19,M,C,382.16943427744536
0001919,2019,15,19,15–19,M,C,382.16943427744536
0002019,2019,15,19,15–19,M,C,382.16943427744536
0002119,2019,15,19,15–19,M,C,382.16943427744536
0002219,2019,15,19,15–19,M,C,382.16943427744536
0002319,2019,15,19,15–19,M,C,382.16943427744536
0002419,2019,15,19,15–19,M,C,382.16943427744536
0002519,2019,15,19,15–19,M,C,382.16943427744536
0002619,2019,15,19,15–19,M,C,382.16943427744536
0002719,2019,15,19,15–19,M,C,382.16943427744536
0002819,2019,15,19,15–19,M,C,382.16943427744536
0002919,2019,15,19,15–19,M,C,382.16943427744536
0003019,2019,15,19,15–19,M,C,382.16943427744536
0003119,2019,15,19,15–19,M,C,382.16943427744536
0003219,2019,15,19,15–19,M,C,382.16943427744536
0003319,2019,15,19,15–19,M,C,382.16943427744536
0003419,2019,15,19,15–19,M,C,382.16943427744536
0003519,2019,15,19,15–19,M,C,382.16943427744536
0003619,2019,15,19,15–19,M,C,382.16943427744536
0003719,2019,15,19,15–19,M,C,382.16943427744536
0003819,2019,15,19,15–19,M,C,382.16943427744536
0003919,2019,15,19,15–19,M,C,382.16943427744536
0004019,2019,15,19,15–19,M,C,382.16943427744536
0004119,2019,15,19,15–19,M,C,382.16943427744536
0004219,2019,15,19,15–19,M,C,382.16943427744536
0004319,2019,15,19,15–19,M,C,382.16943427744536
0004419,2019,15,19,15–19,M,C,382.16943427744536
0004519,2019,15,19,15–19,M,C,382.16943427744536
0004619,2019,15,19,15–19,M,C,382.16943427744536
0004719,2019,15,19,15–19,M,C,382.16943427744536
0004819,2019,15,19,15–19,M,C,382.16943427744536
0004919,2019,15,19,15–19,M,C,382.16943427744536
0005019,2019,15,19,15–19,M,C,382.16943427744536
0005119,2019,15,19,15–19,M,C,382.16943427744536
0005219,2019,15,19,15–19,M,C,382.16943427744536
0005319,2019,15,19,15–19,M,C,382.16943427744536
0005419,2019,15,19,15–19,M,C,382.16943427744536
0005519,2019,15,19,15–19,M,C,382.16943427744536
0005619,2019,15,19,15–19,M,C,382.16943427744536
0005719,2019,15,19,15–19,M,C,382.16943427744536
0005819,2019,15,19,15–19,M,C,382.16943427744536
0005919,2019,15,19,15–19,M,C,382.16943427744536
0006019,2019,15,19,15–19,M,C,382.16943427744536
0006119,2019,15,19,15–19,M,C,382.16943427744536
0006219,2019,15,19,15–19,M,C,382.16943427744536
0006319,2019,15,19,15–19,M,C,382.16943427744536
0006419,2019,15,19,15–19,M,C,382.16943427744536
0006519,2019,15,19,15–19,M,C,382.16943427744536
0006619,2019,15,19,15–19,M,C,382.16943427744536
0006719,2019,15,19,15–19,M,C,382.16943427744536
0006819,2019,15,19,15–19,M,C,382.16943427744536
0006919,2019,15,19,15–19,M,C,382.16943427744536
0007019,2019,15,19,15–19,M,C,382.16943427744536
0007119,2019,15,19,15–19,M,C,382.16943427744536
0007219,2019,15,19,15–19,M,C,382.16943427744536
0007319,2019,15,19,15–19,M,C,382.16943427744536
0007419,2019,15,19,15–19,M,C,382.16943427744536
0007519,2019,15,19,15–19,M,C,382.16943427744536
