id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,q_as,p_as,ie,contribution,pension,regr_0_ind,retir_0_ind,death_ind,sch_status
0000119,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,9092.370178520558,1000.1607196372613,0.0,0,0,0,C
0000219,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,5376.549875527168,591.4204863079885,0.0,0,0,0,C
0000319,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,4932.045732243246,542.5250305467571,0.0,0,0,0,C
0000419,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,24060.54729606636,2646.6602025672996,0.0,0,0,0,C
0000519,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,9554.59407379941,1051.0053481179352,0.0,0,0,0,C
0000619,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,6544.748025161614,719.9222827677776,0.0,0,0,0,C
0000719,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,9328.79064694287,1026.166971163716,0.0,0,0,0,C
0000819,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,1038.4152013730381,114.2256721510342,0.0,0,0,0,C
0000919,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,4788.48339954304,526.7331739497344,0.0,0,0,0,C
0001019,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,2597.6751083091885,285.7442619140108,0.0,0,0,0,C
0001119,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,14186.675607560494,1560.5343168316542,0.0,0,0,0,C
0001219,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,6908.026424003599,759.8829066403958,0.0,0,0,0,C
0001319,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,21742.45503233692,2391.6700535570612,0.0,0,0,0,C
0001419,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,13326.528577765723,1465.9181435542296,0.0,0,0,0,C
0001519,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,3404.777743076701,374.5255517384371,0.0,0,0,0,C
0001619,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,11087.11151402125,1219.5822665423375,0.0,0,0,0,C
0001719,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,5277.277235263168,580.5004958789485,0.0,0,0,0,C
0001819,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,8523.416435511977,937.5758079063177,0.0,0,0,0,C
0001919,2019,15,19,15–19,M,C,382.16943427744536,0.002973432,0.997026568,11460.975592744888,1260.7073152019375,0.0,0,0,0,C
