cal_yr,age_grp,sex,pop,emp,emp_rate,qx,sch_grp,N_g_h,n_g_h
2019,15–19,M,1584032,369246,23.31054095,0.002973432,C,55796.737404507025,146
2019,15–19,M,1584032,369246,23.31054095,0.002973432,N,313449.2626,146
2019,20–24,M,1368759,577230,42.17176704,0.004258956,C,87225.18518141302,227
2019,20–24,M,1368759,577230,42.17176704,0.004258956,N,490004.8148,227
2019,25–29,M,1276941,858402,67.22334425,0.00444798,C,129713.06658723025,338
2019,25–29,M,1276941,858402,67.22334425,0.00444798,N,728688.9334,338
2019,30–34,M,1154059,946584,82.02215241,0.004785186,C,143038.24248591842,373
2019,30–34,M,1154059,946584,82.02215241,0.004785186,N,803545.7575,373
2019,35–39,M,995804,860123,86.37474304,0.00535227,C,129973.12678720464,339
2019,35–39,M,995804,860123,86.37474304,0.00535227,N,730149.8732,339
2019,40–44,M,812908,706079,86.85836422,0.006556558,C,106695.54858949623,278
2019,40–44,M,812908,706079,86.85836422,0.006556558,N,599383.4514,278
2019,45–49,M,659052,579454,87.92233082,0.008170374,C,87561.25367137992,228
2019,45–49,M,659052,579454,87.92233082,0.008170374,N,491892.7463,228
2019,50–54,M,541007,461014,85.2140522,0.01152672,C,69663.79350314187,182
2019,50–54,M,541007,461014,85.2140522,0.01152672,N,391350.2065,182
2019,55–59,M,418612,339306,81.05491004,0.015288674,C,51272.50608495242,134
2019,55–59,M,418612,339306,81.05491004,0.015288674,N,288033.4939,134
2019,60–64,M,286732,192474,67.12662001,0.02298054,R,37438.0,245
2019,65–69,M,193237,104668,54.16557234,0.034937178,R,25230.0,165
2019,70–74,M,128021,52007,40.62417926,0.054503828,R,16715.0,109
2019,75–79,M,81575,22093,27.08278617,0.085609296,R,10651.0,70
2019,80–84,M,43459,7861,18.08743219,0.133176294,R,5674.0,37
2019,85–89,M,16073,1819,11.31673565,0.203711778,R,2099.0,30
2019,90–94,M,3138,212,6.770696543,0.303926178,R,410.0,30
2019,95+,M,300,14,4.546039107,0.50208488,R,39.0,30
2019,15–19,F,1553343,326034,20.98915928,0.002117218,C,49266.975085149854,128
2019,15–19,F,1553343,326034,20.98915928,0.002117218,N,276767.0249,128
2019,20–24,F,1347324,475664,35.30434626,0.002679468,C,71877.55398292393,187
2019,20–24,F,1347324,475664,35.30434626,0.002679468,N,403786.446,187
2019,25–29,F,1261739,726142,57.55092061,0.003140942,C,109727.26718919778,286
2019,25–29,F,1261739,726142,57.55092061,0.003140942,N,616414.7328,286
2019,30–34,F,1145585,817747,71.38248641,0.003527586,C,123569.69238783504,322
2019,30–34,F,1145585,817747,71.38248641,0.003527586,N,694177.3076,322
2019,35–39,F,995505,777056,78.05645872,0.00406717,C,117420.87818844037,306
2019,35–39,F,995505,777056,78.05645872,0.00406717,N,659635.1218,306
2019,40–44,F,824334,641851,77.86301024,0.005124286,C,96990.0600004517,253
2019,40–44,F,824334,641851,77.86301024,0.005124286,N,544860.94,253
2019,45–49,F,676712,528217,78.05645872,0.00604631,C,79818.83416214214,208
2019,45–49,F,676712,528217,78.05645872,0.00604631,N,448398.1658,208
2019,50–54,F,566949,429928,75.83180128,0.008376452,C,64966.39020360431,169
2019,50–54,F,566949,429928,75.83180128,0.008376452,N,364961.6098,169
2019,55–59,F,444525,335371,75.44490434,0.011306938,C,50677.88850501095,132
2019,55–59,F,444525,335371,75.44490434,0.011306938,N,284693.1115,132
2019,60–64,F,308100,190427,61.80678701,0.017479392,R,40227.0,263
2019,65–69,F,227817,89023,39.07659148,0.028083064,R,29745.0,195
2019,70–74,F,159835,46844,29.30744361,0.045832424,R,20869.0,137
2019,75–79,F,114748,22420,19.53829574,0.073681882,R,14982.0,98
2019,80–84,F,62283,8133,13.0577719,0.11845156,R,8132.0,53
2019,85–89,F,22302,1812,8.124835851,0.177850448,R,2912.0,30
2019,90–94,F,4929,243,4.932936053,0.256172976,R,644.0,30
2019,95+,F,650,21,3.288624035,0.465845353,R,85.0,30
