id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,q_as,p_as,ie,contribution,pension,regr_0_ind,retir_0_ind,death_ind,sch_status
0000115,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,8565.307792482743,942.1838571731017,0.0,0,0,0,C
0000215,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,5064.8844736123765,557.1372920973614,0.0,0,0,0,C
0000315,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,4646.14714467532,511.0761859142853,0.0,0,0,0,C
0000415,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,22665.816415311143,2493.2398056842258,0.0,0,0,0,C
0000515,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,9000.737702876897,990.0811473164587,0.0,0,0,0,C
0000615,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,6165.36504333946,678.1901547673406,0.0,0,0,0,C
0000715,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,8788.023546540346,966.6825901194379,0.0,0,0,0,C
0000815,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,978.2208204814029,107.60429025295433,0.0,0,0,0,C
0000915,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,4510.9067680913395,496.19974449004735,0.0,0,0,0,C
0001015,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,2447.0942571279556,269.18036828407514,0.0,0,0,0,C
0001115,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,13364.308837526285,1470.0739721278915,0.0,0,0,0,C
0001215,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,6507.585084907125,715.8343593397838,0.0,0,0,0,C
0001315,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,20482.098271375387,2253.030809851293,0.0,0,0,0,C
0001415,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,12554.022420197332,1380.9424662217066,0.0,0,0,0,C
0001515,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,3207.4111328353165,352.8152246118848,0.0,0,0,0,C
0001615,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,10444.418867976981,1148.886075477468,0.0,0,0,0,C
0001715,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,4971.366424683584,546.8503067151943,0.0,0,0,0,C
0001815,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,8029.334901710431,883.2268391881474,0.0,0,0,0,C
0001915,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,10796.61096354144,1187.6272059895584,0.0,0,0,0,C
0002015,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,5045.001327475076,554.9501460222584,0.0,0,0,0,C
0002115,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,17840.790472817942,1962.4869520099735,0.0,0,0,0,C
0002215,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,10727.737480223834,1180.0511228246216,0.0,0,0,0,C
0002315,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,8852.65291145331,973.791820259864,0.0,0,0,0,C
0002415,2015,15,19,15–19,M,C,292.4492586395527,0.003101714,0.996898286,2748.894422328362,302.37838645611987,0.0,0,0,0,C
