id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,q_as,p_as,ie,contribution,pension,regr_0_ind,retir_0_ind,death_ind,sch_status
0000116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,6869.567097473317,755.6523807220648,0.0,0,0,0,C
0000216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4062.149846263233,446.8364830889556,0.0,0,0,0,C
0000316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3726.3132076926454,409.894452846191,0.0,0,0,0,C
0000416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,18178.488205718,1999.6337026289802,0.0,0,0,0,C
0000516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7218.791557138928,794.067071285282,0.0,0,0,0,C
0000616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4944.75970645304,543.9235677098344,0.0,0,0,0,C
0000716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7048.190079067255,775.300908697398,0.0,0,0,0,C
0000816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,784.554825728516,86.30103083013677,0.0,0,0,0,C
0000916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3617.8474217874873,397.9632163966236,0.0,0,0,0,C
0001016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,1962.6239477273266,215.88863425000594,0.0,0,0,0,C
0001116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,10718.472528367976,1179.0319781204776,0.0,0,0,0,C
0001216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,5219.227780993505,574.1150559092856,0.0,0,0,0,C
0001316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,16427.097750736077,1806.9807525809686,0.0,0,0,0,C
0001416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,10068.604824034253,1107.5465306437677,0.0,0,0,0,C
0001516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,2572.4149697845783,282.96564667630366,0.0,0,0,0,C
0001616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,8376.655917800603,921.4321509580662,0.0,0,0,0,C
0001716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3987.146293850913,438.58609232360044,0.0,0,0,0,C
0001816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,6439.704934339084,708.3675427772993,0.0,0,0,0,C
0001916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,8659.12180114027,952.5033981254297,0.0,0,0,0,C
0002016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4046.2031214276194,445.08234335703816,0.0,0,0,0,C
0002116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,14308.710229018016,1573.9581251919817,0.0,0,0,0,C
0002216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,8603.883737739647,946.4272111513612,0.0,0,0,0,C
0002316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7100.0242652393335,781.0026691763265,0.0,0,0,0,C
0002416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,2204.6743836372048,242.51418220009253,0.0,0,0,0,C
0002516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4913.140611533961,540.4454672687358,0.0,0,0,0,C
0002616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3925.980061274332,431.8578067401765,0.0,0,0,0,C
0002716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,16182.905148274229,1780.1195663101653,0.0,0,0,0,C
0002816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,52964.89618203395,5826.138580023734,0.0,0,0,0,C
0002916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7714.454281870619,848.589971005768,0.0,0,0,0,C
0003016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,1145.6950857450147,126.02645943195161,0.0,0,0,0,C
0003116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,2576.985599649664,283.46841596146305,0.0,0,0,0,C
0003216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,15711.324329299874,1728.2456762229863,0.0,0,0,0,C
0003316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3220.842844393781,354.2927128833159,0.0,0,0,0,C
0003416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,73402.3334197987,8074.256676177856,0.0,0,0,0,C
0003516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,1952.8755472275438,214.81631019502984,0.0,0,0,0,C
0003616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,14902.394280917495,1639.2633709009244,0.0,0,0,0,C
0003716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7404.799798387391,814.527977822613,0.0,0,0,0,C
0003816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4740.270293288954,521.4297322617849,0.0,0,0,0,C
0003916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4958.382354035991,545.422058943959,0.0,0,0,0,C
0004016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4383.149691633131,482.14646607964437,0.0,0,0,0,C
0004116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,13626.161454858104,1498.8777600343915,0.0,0,0,0,C
0004216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3808.508542059118,418.935939626503,0.0,0,0,0,C
0004316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7679.823610015546,844.78059710171,0.0,0,0,0,C
0004416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3801.631751817817,418.17949269995984,0.0,0,0,0,C
0004516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,34185.247045532895,3760.377175008619,0.0,0,0,0,C
0004616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,17965.621459371596,1976.2183605308755,0.0,0,0,0,C
0004716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,9389.8485658505,1032.8833422435553,0.0,0,0,0,C
0004816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4955.272585298144,545.0799843827958,0.0,0,0,0,C
0004916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3991.7038558841386,439.08742414725526,0.0,0,0,0,C
0005016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,11313.702010616125,1244.5072211677737,0.0,0,0,0,C
0005116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,5009.277721463336,551.0205493609669,0.0,0,0,0,C
0005216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7067.71571895621,777.4487290851831,0.0,0,0,0,C
0005316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4280.760529417586,470.8836582359345,0.0,0,0,0,C
0005416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,17273.377558857774,1900.071531474355,0.0,0,0,0,C
0005516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,11406.890789493207,1254.7579868442529,0.0,0,0,0,C
0005616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,8434.05349167048,927.7458840837529,0.0,0,0,0,C
0005716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,15153.733535051773,1666.9106888556948,0.0,0,0,0,C
0005816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,5105.990927394693,561.6590020134163,0.0,0,0,0,C
0005916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,5120.341291009729,563.2375420110701,0.0,0,0,0,C
0006016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,14722.232302978959,1619.4455533276855,0.0,0,0,0,C
0006116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7526.769120741112,827.9446032815224,0.0,0,0,0,C
0006216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,10756.081619428162,1183.1689781370978,0.0,0,0,0,C
0006316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7573.615470772097,833.0977017849307,0.0,0,0,0,C
0006416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,6974.783364653126,767.2261701118439,0.0,0,0,0,C
0006516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,1979.6550433372413,217.76205476709654,0.0,0,0,0,C
0006616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,6448.543014535623,709.3397315989185,0.0,0,0,0,C
0006716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,2173.775805819124,239.11533864010366,0.0,0,0,0,C
0006816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,2497.42007812982,274.7162085942802,0.0,0,0,0,C
0006916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3563.78743228106,392.01661755091664,0.0,0,0,0,C
0007016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,38668.91370745021,4253.5805078195235,0.0,0,0,0,C
0007116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,13453.883759094955,1479.927213500445,0.0,0,0,0,C
0007216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7763.100168779376,853.9410185657314,0.0,0,0,0,C
0007316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,11632.476232815108,1279.572385609662,0.0,0,0,0,C
0007416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,22152.139816503615,2436.7353798153977,0.0,0,0,0,C
0007516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,4941.530955698453,543.5684051268298,0.0,0,0,0,C
0007616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,2344.057694043547,257.8463463447902,0.0,0,0,0,C
0007716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7609.546327571791,837.050096032897,0.0,0,0,0,C
0007816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,15398.185340404258,1693.8003874444682,0.0,0,0,0,C
0007916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7334.558154012832,806.8013969414117,0.0,0,0,0,C
0008016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,12079.633176299812,1328.7596493929796,0.0,0,0,0,C
0008116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,18308.165192655557,2013.8981711921112,0.0,0,0,0,C
0008216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,14728.572736085009,1620.143000969351,0.0,0,0,0,C
0008316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,5422.33414566079,596.4567560226869,0.0,0,0,0,C
0008416,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,10203.881902622987,1122.4270092885286,0.0,0,0,0,C
0008516,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,9293.97648659613,1022.3374135255743,0.0,0,0,0,C
0008616,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,9136.924709663615,1005.0617180629977,0.0,0,0,0,C
0008716,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,12155.705842013083,1337.1276426214392,0.0,0,0,0,C
0008816,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,15306.812931543682,1683.749422469805,0.0,0,0,0,C
0008916,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,2416.240450351864,265.786449538705,0.0,0,0,0,C
0009016,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,7776.032838260667,855.3636122086733,0.0,0,0,0,C
0009116,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,3795.353270348715,417.48885973835866,0.0,0,0,0,C
0009216,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,6995.0451286502175,769.454964151524,0.0,0,0,0,C
0009316,2016,15,19,15–19,M,C,319.74673627822426,0.003062082,0.996937918,35535.10623786234,3908.861686164857,0.0,0,0,0,C
