id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight
0000116,2016,15,19,15–19,M,C,319.74673627822426
0000216,2016,15,19,15–19,M,C,319.74673627822426
0000316,2016,15,19,15–19,M,C,319.74673627822426
0000416,2016,15,19,15–19,M,C,319.74673627822426
0000516,2016,15,19,15–19,M,C,319.74673627822426
0000616,2016,15,19,15–19,M,C,319.74673627822426
0000716,2016,15,19,15–19,M,C,319.74673627822426
0000816,2016,15,19,15–19,M,C,319.74673627822426
0000916,2016,15,19,15–19,M,C,319.74673627822426
0001016,2016,15,19,15–19,M,C,319.74673627822426
0001116,2016,15,19,15–19,M,C,319.74673627822426
0001216,2016,15,19,15–19,M,C,319.74673627822426
0001316,2016,15,19,15–19,M,C,319.74673627822426
0001416,2016,15,19,15–19,M,C,319.74673627822426
0001516,2016,15,19,15–19,M,C,319.74673627822426
0001616,2016,15,19,15–19,M,C,319.74673627822426
0001716,2016,15,19,15–19,M,C,319.74673627822426
0001816,2016,15,19,15–19,M,C,319.74673627822426
0001916,2016,15,19,15–19,M,C,319.74673627822426
0002016,2016,15,19,15–19,M,C,319.74673627822426
0002116,2016,15,19,15–19,M,C,319.74673627822426
0002216,2016,15,19,15–19,M,C,319.74673627822426
0002316,2016,15,19,15–19,M,C,319.74673627822426
0002416,2016,15,19,15–19,M,C,319.74673627822426
0002516,2016,15,19,15–19,M,C,319.74673627822426
0002616,2016,15,19,15–19,M,C,319.74673627822426
0002716,2016,15,19,15–19,M,C,319.74673627822426
0002816,2016,15,19,15–19,M,C,319.74673627822426
0002916,2016,15,19,15–19,M,C,319.74673627822426
0003016,2016,15,19,15–19,M,C,319.74673627822426
0003116,2016,15,19,15–19,M,C,319.74673627822426
0003216,2016,15,19,15–19,M,C,319.74673627822426
0003316,2016,15,19,15–19,M,C,319.74673627822426
0003416,2016,15,19,15–19,M,C,319.74673627822426
0003516,2016,15,19,15–19,M,C,319.74673627822426
0003616,2016,15,19,15–19,M,C,319.74673627822426
0003716,2016,15,19,15–19,M,C,319.74673627822426
0003816,2016,15,19,15–19,M,C,319.74673627822426
0003916,2016,15,19,15–19,M,C,319.74673627822426
0004016,2016,15,19,15–19,M,C,319.74673627822426
0004116,2016,15,19,15–19,M,C,319.74673627822426
0004216,2016,15,19,15–19,M,C,319.74673627822426
0004316,2016,15,19,15–19,M,C,319.74673627822426
0004416,2016,15,19,15–19,M,C,319.74673627822426
0004516,2016,15,19,15–19,M,C,319.74673627822426
0004616,2016,15,19,15–19,M,C,319.74673627822426
0004716,2016,15,19,15–19,M,C,319.74673627822426
0004816,2016,15,19,15–19,M,C,319.74673627822426
0004916,2016,15,19,15–19,M,C,319.74673627822426
0005016,2016,15,19,15–19,M,C,319.74673627822426
0005116,2016,15,19,15–19,M,C,319.74673627822426
0005216,2016,15,19,15–19,M,C,319.74673627822426
0005316,2016,15,19,15–19,M,C,319.74673627822426
0005416,2016,15,19,15–19,M,C,319.74673627822426
0005516,2016,15,19,15–19,M,C,319.74673627822426
0005616,2016,15,19,15–19,M,C,319.74673627822426
0005716,2016,15,19,15–19,M,C,319.74673627822426
0005816,2016,15,19,15–19,M,C,319.74673627822426
0005916,2016,15,19,15–19,M,C,319.74673627822426
0006016,2016,15,19,15–19,M,C,319.74673627822426
0006116,2016,15,19,15–19,M,C,319.74673627822426
0006216,2016,15,19,15–19,M,C,319.74673627822426
0006316,2016,15,19,15–19,M,C,319.74673627822426
0006416,2016,15,19,15–19,M,C,319.74673627822426
0006516,2016,15,19,15–19,M,C,319.74673627822426
0006616,2016,15,19,15–19,M,C,319.74673627822426
0006716,2016,15,19,15–19,M,C,319.74673627822426
0006816,2016,15,19,15–19,M,C,319.74673627822426
0006916,2016,15,19,15–19,M,C,319.74673627822426
