cal_yr,age_grp,sex,pop,emp,emp_rate,qx,sch_grp,N_g_h,n_g_h
2016,15–19,M,1458307,338716,23.22667606,0.003062082,C,46363.276760342516,145
2016,15–19,M,1458307,338716,23.22667606,0.003062082,N,292352.7232,145
2016,20–24,M,1333367,560281,42.02004465,0.004383624,C,76690.98320056657,240
2016,20–24,M,1333367,560281,42.02004465,0.004383624,N,483590.0168,240
2016,25–29,M,1223882,819774,66.98149319,0.004580908,C,112210.25530082897,351
2016,25–29,M,1223882,819774,66.98149319,0.004580908,N,707563.7447,351
2016,30–34,M,1078601,881509,81.72705932,0.00492635,C,120660.51130089139,378
2016,30–34,M,1078601,881509,81.72705932,0.00492635,N,760848.4887,378
2016,35–39,M,905961,779706,86.06399053,0.005513416,C,106725.76750078845,334
2016,35–39,M,905961,779706,86.06399053,0.005513416,N,672980.2325,334
2016,40–44,M,723267,625958,86.54587178,0.006747308,C,85680.81813063298,268
2016,40–44,M,723267,625958,86.54587178,0.006747308,N,540277.1819,268
2016,45–49,M,608991,533513,87.60601052,0.00839266,C,73026.9927405395,229
2016,45–49,M,608991,533513,87.60601052,0.00839266,N,460486.0073,229
2016,50–54,M,497815,422682,84.90747554,0.011781256,C,57856.50087042743,181
2016,50–54,M,497815,422682,84.90747554,0.011781256,N,364825.4991,181
2016,55–59,M,345632,279144,80.76329683,0.01561119,C,38209.09118028228,120
2016,55–59,M,345632,279144,80.76329683,0.01561119,N,240934.9088,120
2016,60–64,M,243947,163164,66.88511694,0.023390498,R,28484.836448195674,231
2016,65–69,M,172138,92904,53.97069955,0.035483444,R,20099.884592197053,163
2016,70–74,M,120201,48655,40.47802466,0.055295402,R,14035.919409755117,114
2016,75–79,M,78049,21062,26.98534978,0.086668806,R,9113.947670312635,74
2016,80–84,M,41237,7432,18.0223586,0.134585068,R,4814.972353802428,39
2016,85–89,M,13882,1565,11.27602116,0.20542092,R,1620.9906927339016,30
2016,90–94,M,2641,178,6.746337444,0.305822788,R,307.9982315620245,30
2016,95+,M,272,12,4.529683712,0.503495762,R,31.999816266184364,30
2016,15–19,F,1428500,298751,20.91364608,0.002308666,C,40892.88754030211,128
2016,15–19,F,1428500,298751,20.91364608,0.002308666,N,257858.1125,128
2016,20–24,F,1310267,460917,35.17733096,0.00289505,C,63090.08855046609,198
2016,20–24,F,1310267,460917,35.17733096,0.00289505,N,397826.9114,198
2016,25–29,F,1207590,692479,57.34386827,0.003391344,C,94786.17936070025,297
2016,25–29,F,1207590,692479,57.34386827,0.003391344,N,597692.8206,297
2016,30–34,F,1072589,762886,71.12567191,0.003821462,C,104423.45430077144,327
2016,30–34,F,1072589,762886,71.12567191,0.003821462,N,658462.5457,327
2016,35–39,F,908532,706617,77.7756331,0.00440299,C,96721.38173071454,303
2016,35–39,F,908532,706617,77.7756331,0.00440299,N,609895.6183,303
2016,40–44,F,736131,571112,77.5828806,0.005473626,C,78173.52507057753,245
2016,40–44,F,736131,571112,77.5828806,0.005473626,N,492938.4749,245
2016,45–49,F,627473,488021,77.7756331,0.00640864,C,66800.0705204935,209
2016,45–49,F,627473,488021,77.7756331,0.00640864,N,421220.9295,209
2016,50–54,F,520352,393173,75.55897937,0.008786858,C,53817.32370039758,169
2016,50–54,F,520352,393173,75.55897937,0.008786858,N,339355.6763,169
2016,55–59,F,364256,273824,75.17347437,0.011857098,C,37480.892240276895,117
2016,55–59,F,364256,273824,75.17347437,0.011857098,N,236343.1078,117
2016,60–64,F,271537,167224,61.58442324,0.0182334,R,31706.817948497115,257
2016,65–69,F,205167,79884,38.93600468,0.029141838,R,23956.862446530587,194
2016,70–74,F,157034,45857,29.20200351,0.047316092,R,18335.89472052364,149
2016,75–79,F,108186,21062,19.46800234,0.075606194,R,12632.927465334596,102
2016,80–84,F,54565,7099,13.01079364,0.120827582,R,6370.9634197456435,52
2016,85–89,F,18148,1469,8.095604933,0.180448148,R,2118.987833376396,30
2016,90–94,F,3973,195,4.915188709,0.25865552,R,463.9973358596733,30
2016,95+,F,573,19,3.276792473,0.467422675,R,66.99961530732351,30
