id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight
0000121,2021,15,19,15–19,M,C,408.150990972578
0000221,2021,15,19,15–19,M,C,408.150990972578
0000321,2021,15,19,15–19,M,C,408.150990972578
0000421,2021,15,19,15–19,M,C,408.150990972578
0000521,2021,15,19,15–19,M,C,408.150990972578
0000621,2021,15,19,15–19,M,C,408.150990972578
0000721,2021,15,19,15–19,M,C,408.150990972578
0000821,2021,15,19,15–19,M,C,408.150990972578
0000921,2021,15,19,15–19,M,C,408.150990972578
0001021,2021,15,19,15–19,M,C,408.150990972578
0001121,2021,15,19,15–19,M,C,408.150990972578
0001221,2021,15,19,15–19,M,C,408.150990972578
0001321,2021,15,19,15–19,M,C,408.150990972578
0001421,2021,15,19,15–19,M,C,408.150990972578
0001521,2021,15,19,15–19,M,C,408.150990972578
0001621,2021,15,19,15–19,M,C,408.150990972578
0001721,2021,15,19,15–19,M,C,408.150990972578
0001821,2021,15,19,15–19,M,C,408.150990972578
0001921,2021,15,19,15–19,M,C,408.150990972578
0002021,2021,15,19,15–19,M,C,408.150990972578
0002121,2021,15,19,15–19,M,C,408.150990972578
0002221,2021,15,19,15–19,M,C,408.150990972578
0002321,2021,15,19,15–19,M,C,408.150990972578
0002421,2021,15,19,15–19,M,C,408.150990972578
0002521,2021,15,19,15–19,M,C,408.150990972578
0002621,2021,15,19,15–19,M,C,408.150990972578
0002721,2021,15,19,15–19,M,C,408.150990972578
0002821,2021,15,19,15–19,M,C,408.150990972578
0002921,2021,15,19,15–19,M,C,408.150990972578
0003021,2021,15,19,15–19,M,C,408.150990972578
0003121,2021,15,19,15–19,M,C,408.150990972578
0003221,2021,15,19,15–19,M,C,408.150990972578
0003321,2021,15,19,15–19,M,C,408.150990972578
0003421,2021,15,19,15–19,M,C,408.150990972578
0003521,2021,15,19,15–19,M,C,408.150990972578
0003621,2021,15,19,15–19,M,C,408.150990972578
0003721,2021,15,19,15–19,M,C,408.150990972578
0003821,2021,15,19,15–19,M,C,408.150990972578
0003921,2021,15,19,15–19,M,C,408.150990972578
0004021,2021,15,19,15–19,M,C,408.150990972578
0004121,2021,15,19,15–19,M,C,408.150990972578
0004221,2021,15,19,15–19,M,C,408.150990972578
0004321,2021,15,19,15–19,M,C,408.150990972578
0004421,2021,15,19,15–19,M,C,408.150990972578
0004521,2021,15,19,15–19,M,C,408.150990972578
0004621,2021,15,19,15–19,M,C,408.150990972578
0004721,2021,15,19,15–19,M,C,408.150990972578
0004821,2021,15,19,15–19,M,C,408.150990972578
0004921,2021,15,19,15–19,M,C,408.150990972578
0005021,2021,15,19,15–19,M,C,408.150990972578
0005121,2021,15,19,15–19,M,C,408.150990972578
0005221,2021,15,19,15–19,M,C,408.150990972578
0005321,2021,15,19,15–19,M,C,408.150990972578
0005421,2021,15,19,15–19,M,C,408.150990972578
0005521,2021,15,19,15–19,M,C,408.150990972578
0005621,2021,15,19,15–19,M,C,408.150990972578
0005721,2021,15,19,15–19,M,C,408.150990972578
0005821,2021,15,19,15–19,M,C,408.150990972578
0005921,2021,15,19,15–19,M,C,408.150990972578
0006021,2021,15,19,15–19,M,C,408.150990972578
0006121,2021,15,19,15–19,M,C,408.150990972578
0006221,2021,15,19,15–19,M,C,408.150990972578
0006321,2021,15,19,15–19,M,C,408.150990972578
0006421,2021,15,19,15–19,M,C,408.150990972578
0006521,2021,15,19,15–19,M,C,408.150990972578
0006621,2021,15,19,15–19,M,C,408.150990972578
0006721,2021,15,19,15–19,M,C,408.150990972578
0006821,2021,15,19,15–19,M,C,408.150990972578
0006921,2021,15,19,15–19,M,C,408.150990972578
0007021,2021,15,19,15–19,M,C,408.150990972578
0007121,2021,15,19,15–19,M,C,408.150990972578
0007221,2021,15,19,15–19,M,C,408.150990972578
0007321,2021,15,19,15–19,M,C,408.150990972578
0007421,2021,15,19,15–19,M,C,408.150990972578
0007521,2021,15,19,15–19,M,C,408.150990972578
0007621,2021,15,19,15–19,M,C,408.150990972578
0007721,2021,15,19,15–19,M,C,408.150990972578
0007821,2021,15,19,15–19,M,C,408.150990972578
0007921,2021,15,19,15–19,M,C,408.150990972578
0008021,2021,15,19,15–19,M,C,408.150990972578
0008121,2021,15,19,15–19,M,C,408.150990972578
0008221,2021,15,19,15–19,M,C,408.150990972578
0008321,2021,15,19,15–19,M,C,408.150990972578
0008421,2021,15,19,15–19,M,C,408.150990972578
0008521,2021,15,19,15–19,M,C,408.150990972578
0008621,2021,15,19,15–19,M,C,408.150990972578
0008721,2021,15,19,15–19,M,C,408.150990972578
0008821,2021,15,19,15–19,M,C,408.150990972578
0008921,2021,15,19,15–19,M,C,408.150990972578
0009021,2021,15,19,15–19,M,C,408.150990972578
0009121,2021,15,19,15–19,M,C,408.150990972578
0009221,2021,15,19,15–19,M,C,408.150990972578
0009321,2021,15,19,15–19,M,C,408.150990972578
0009421,2021,15,19,15–19,M,C,408.150990972578
0009521,2021,15,19,15–19,M,C,408.150990972578
0009621,2021,15,19,15–19,M,C,408.150990972578
0009721,2021,15,19,15–19,M,C,408.150990972578
0009821,2021,15,19,15–19,M,C,408.150990972578
0009921,2021,15,19,15–19,M,C,408.150990972578
0010021,2021,15,19,15–19,M,C,408.150990972578
0010121,2021,15,19,15–19,M,C,408.150990972578
0010221,2021,15,19,15–19,M,C,408.150990972578
0010321,2021,15,19,15–19,M,C,408.150990972578
0010421,2021,15,19,15–19,M,C,408.150990972578
0010521,2021,15,19,15–19,M,C,408.150990972578
0010621,2021,15,19,15–19,M,C,408.150990972578
0010721,2021,15,19,15–19,M,C,408.150990972578
0010821,2021,15,19,15–19,M,C,408.150990972578
0010921,2021,15,19,15–19,M,C,408.150990972578
0011021,2021,15,19,15–19,M,C,408.150990972578
0011121,2021,15,19,15–19,M,C,408.150990972578
0011221,2021,15,19,15–19,M,C,408.150990972578
0011321,2021,15,19,15–19,M,C,408.150990972578
0011421,2021,15,19,15–19,M,C,408.150990972578
0011521,2021,15,19,15–19,M,C,408.150990972578
0011621,2021,15,19,15–19,M,C,408.150990972578
0011721,2021,15,19,15–19,M,C,408.150990972578
0011821,2021,15,19,15–19,M,C,408.150990972578
0011921,2021,15,19,15–19,M,C,408.150990972578
0012021,2021,15,19,15–19,M,C,408.150990972578
0012121,2021,15,19,15–19,M,C,408.150990972578
0012221,2021,15,19,15–19,M,C,408.150990972578
0012321,2021,15,19,15–19,M,C,408.150990972578
0012421,2021,15,19,15–19,M,C,408.150990972578
0012521,2021,15,19,15–19,M,C,408.150990972578
0012621,2021,15,19,15–19,M,C,408.150990972578
0012721,2021,15,19,15–19,M,C,408.150990972578
0012821,2021,15,19,15–19,M,C,408.150990972578
0012921,2021,15,19,15–19,M,C,408.150990972578
0013021,2021,15,19,15–19,M,C,408.150990972578
0013121,2021,15,19,15–19,M,C,408.150990972578
0013221,2021,15,19,15–19,M,C,408.150990972578
0013321,2021,15,19,15–19,M,C,408.150990972578
0013421,2021,15,19,15–19,M,C,408.150990972578
0013521,2021,15,19,15–19,M,C,408.150990972578
0013621,2021,15,19,15–19,M,C,408.150990972578
0013721,2021,15,19,15–19,M,C,408.150990972578
0013821,2021,15,19,15–19,M,C,408.150990972578
0013921,2021,15,19,15–19,M,C,408.150990972578
0014021,2021,15,19,15–19,M,C,408.150990972578
0014121,2021,15,19,15–19,M,C,408.150990972578
0014221,2021,15,19,15–19,M,C,408.150990972578
0014321,2021,15,19,15–19,M,C,408.150990972578
0014421,2021,15,19,15–19,M,C,408.150990972578
0014521,2021,15,19,15–19,M,C,408.150990972578
0014621,2021,15,19,15–19,M,N,2345.1731468965518
0014721,2021,15,19,15–19,M,N,2345.1731468965518
0014821,2021,15,19,15–19,M,N,2345.1731468965518
0014921,2021,15,19,15–19,M,N,2345.1731468965518
0015021,2021,15,19,15–19,M,N,2345.1731468965518
0015121,2021,15,19,15–19,M,N,2345.1731468965518
0015221,2021,15,19,15–19,M,N,2345.1731468965518
0015321,2021,15,19,15–19,M,N,2345.1731468965518
0015421,2021,15,19,15–19,M,N,2345.1731468965518
0015521,2021,15,19,15–19,M,N,2345.1731468965518
0015621,2021,15,19,15–19,M,N,2345.1731468965518
0015721,2021,15,19,15–19,M,N,2345.1731468965518
0015821,2021,15,19,15–19,M,N,2345.1731468965518
0015921,2021,15,19,15–19,M,N,2345.1731468965518
0016021,2021,15,19,15–19,M,N,2345.1731468965518
