id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,q_as,p_as,ie,contribution,pension,regr_0_ind,retir_0_ind,death_ind,sch_status
0000121,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,11722.217129960454,1289.44388429565,0.0,0,0,0,C
0000221,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,6931.645304090146,762.480983449916,0.0,0,0,0,C
0000321,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,6358.574258759146,699.443168463506,0.0,0,0,0,C
0000421,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,31019.740082345023,3412.1714090579526,0.0,0,0,0,C
0000521,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,12318.1331294998,1354.9946442449777,0.0,0,0,0,C
0000621,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,8437.729206523292,928.1502127175622,0.0,0,0,0,C
0000721,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,12027.01906943277,1322.9720976376045,0.0,0,0,0,C
0000821,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,1338.7629652719424,147.26392617991368,0.0,0,0,0,C
0000921,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,6173.488433770302,679.0837277147332,0.0,0,0,0,C
0001021,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,3349.018028833547,368.39198317169013,0.0,0,0,0,C
0001121,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,18289.982541295598,2011.8980795425157,0.0,0,0,0,C
0001221,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,8906.081042869557,979.6689147156512,0.0,0,0,0,C
0001321,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,28031.170511463402,3083.4287562609748,0.0,0,0,0,C
0001421,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,17181.049441457217,1889.9154385602938,0.0,0,0,0,C
0001521,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,4389.56434900629,482.85207839069193,0.0,0,0,0,C
0001621,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,14293.910824095889,1572.3301906505478,0.0,0,0,0,C
0001721,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,6803.659375075935,748.4025312583528,0.0,0,0,0,C
0001821,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,10988.70109602182,1208.7571205624001,0.0,0,0,0,C
0001921,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,14775.910107213967,1625.3501117935364,0.0,0,0,0,C
0002021,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,6904.433841070366,759.4877225177403,0.0,0,0,0,C
0002121,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,24416.357795810414,2685.799357539146,0.0,0,0,0,C
0002221,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,14681.651973647038,1614.9817171011741,0.0,0,0,0,C
0002321,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,12115.468832924762,1332.7015716217238,0.0,0,0,0,C
0002421,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,3762.0524640282733,413.8257710431101,0.0,0,0,0,C
0002521,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,8383.77443894695,922.2151882841646,0.0,0,0,0,C
0002621,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,6699.285424125217,736.9213966537739,0.0,0,0,0,C
0002721,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,27614.480687057912,3037.5928755763703,0.0,0,0,0,C
0002821,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,90379.20505063192,9941.712555569511,0.0,0,0,0,C
0002921,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,13163.931125223542,1448.0324237745895,0.0,0,0,0,C
0003021,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,1955.0120654286086,215.05132719714695,0.0,0,0,0,C
0003121,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,4397.363663714043,483.7100030085446,0.0,0,0,0,C
0003221,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,26809.77601267236,2949.075361393959,0.0,0,0,0,C
0003321,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,5496.040525952514,604.5644578547766,0.0,0,0,0,C
0003421,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,125253.61176093748,13777.897293703123,0.0,0,0,0,C
0003521,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,3332.3833754839493,366.5621713032344,0.0,0,0,0,C
0003621,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,25429.41921062942,2797.2361131692364,0.0,0,0,0,C
0003721,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,12635.537262968197,1389.9090989265017,0.0,0,0,0,C
0003821,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,8088.7888340259815,889.7667717428579,0.0,0,0,0,C
0003921,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,8460.974868234787,930.7072355058266,0.0,0,0,0,C
0004021,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,7479.3988717776465,822.7338758955411,0.0,0,0,0,C
0004121,2021,15,19,15–19,M,C,408.150990972578,0.002930484,0.997069516,23251.65777629482,2557.682355392431,0.0,0,0,0,C
