id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,ie,sch_status,contribution,pension,q_as,p_as,regr_0_ind,retir_0_ind,death_ind
0000121,2021,15,19,15–19,M,C,408.150990972578,11722.217129960454,C,1289.44388429565,0.0,0.002930484,0.997069516,0,0,0
0000221,2021,15,19,15–19,M,C,408.150990972578,6931.645304090146,C,762.480983449916,0.0,0.002930484,0.997069516,0,0,0
0000321,2021,15,19,15–19,M,C,408.150990972578,6358.574258759146,C,699.443168463506,0.0,0.002930484,0.997069516,0,0,0
0000421,2021,15,19,15–19,M,C,408.150990972578,31019.740082345023,C,3412.1714090579526,0.0,0.002930484,0.997069516,0,0,0
0000521,2021,15,19,15–19,M,C,408.150990972578,12318.1331294998,C,1354.9946442449777,0.0,0.002930484,0.997069516,0,0,0
0000621,2021,15,19,15–19,M,C,408.150990972578,8437.729206523292,C,928.1502127175622,0.0,0.002930484,0.997069516,0,0,0
0000721,2021,15,19,15–19,M,C,408.150990972578,12027.01906943277,C,1322.9720976376045,0.0,0.002930484,0.997069516,0,0,0
0000821,2021,15,19,15–19,M,C,408.150990972578,1338.7629652719424,C,147.26392617991368,0.0,0.002930484,0.997069516,0,0,0
0000921,2021,15,19,15–19,M,C,408.150990972578,6173.488433770302,C,679.0837277147332,0.0,0.002930484,0.997069516,0,0,0
0001021,2021,15,19,15–19,M,C,408.150990972578,3349.018028833547,C,368.39198317169013,0.0,0.002930484,0.997069516,0,0,0
0001121,2021,15,19,15–19,M,C,408.150990972578,18289.982541295598,C,2011.8980795425157,0.0,0.002930484,0.997069516,0,0,0
0001221,2021,15,19,15–19,M,C,408.150990972578,8906.081042869557,C,979.6689147156512,0.0,0.002930484,0.997069516,0,0,0
0001321,2021,15,19,15–19,M,C,408.150990972578,28031.170511463402,C,3083.4287562609748,0.0,0.002930484,0.997069516,0,0,0
0001421,2021,15,19,15–19,M,C,408.150990972578,17181.049441457217,C,1889.9154385602938,0.0,0.002930484,0.997069516,0,0,0
0001521,2021,15,19,15–19,M,C,408.150990972578,4389.56434900629,C,482.85207839069193,0.0,0.002930484,0.997069516,0,0,0
0001621,2021,15,19,15–19,M,C,408.150990972578,14293.910824095889,C,1572.3301906505478,0.0,0.002930484,0.997069516,0,0,0
0001721,2021,15,19,15–19,M,C,408.150990972578,6803.659375075935,C,748.4025312583528,0.0,0.002930484,0.997069516,0,0,0
