id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,ie,sch_status,contribution,pension,q_as,p_as,regr_0_ind,retir_0_ind,death_ind
0000116,2016,15,19,15–19,M,C,319.74673627822426,6869.567097473317,C,755.6523807220648,0.0,0.003062082,0.996937918,0,0,0
0000216,2016,15,19,15–19,M,C,319.74673627822426,4062.149846263233,C,446.8364830889556,0.0,0.003062082,0.996937918,0,0,0
0000316,2016,15,19,15–19,M,C,319.74673627822426,3726.3132076926454,C,409.894452846191,0.0,0.003062082,0.996937918,0,0,0
0000416,2016,15,19,15–19,M,C,319.74673627822426,18178.488205718,C,1999.6337026289802,0.0,0.003062082,0.996937918,0,0,0
0000516,2016,15,19,15–19,M,C,319.74673627822426,7218.791557138928,C,794.067071285282,0.0,0.003062082,0.996937918,0,0,0
0000616,2016,15,19,15–19,M,C,319.74673627822426,4944.75970645304,C,543.9235677098344,0.0,0.003062082,0.996937918,0,0,0
0000716,2016,15,19,15–19,M,C,319.74673627822426,7048.190079067255,C,775.300908697398,0.0,0.003062082,0.996937918,0,0,0
0000816,2016,15,19,15–19,M,C,319.74673627822426,784.554825728516,C,86.30103083013677,0.0,0.003062082,0.996937918,0,0,0
0000916,2016,15,19,15–19,M,C,319.74673627822426,3617.8474217874873,C,397.9632163966236,0.0,0.003062082,0.996937918,0,0,0
0001016,2016,15,19,15–19,M,C,319.74673627822426,1962.6239477273266,C,215.88863425000594,0.0,0.003062082,0.996937918,0,0,0
0001116,2016,15,19,15–19,M,C,319.74673627822426,10718.472528367976,C,1179.0319781204776,0.0,0.003062082,0.996937918,0,0,0
0001216,2016,15,19,15–19,M,C,319.74673627822426,5219.227780993505,C,574.1150559092856,0.0,0.003062082,0.996937918,0,0,0
0001316,2016,15,19,15–19,M,C,319.74673627822426,16427.097750736077,C,1806.9807525809686,0.0,0.003062082,0.996937918,0,0,0
0001416,2016,15,19,15–19,M,C,319.74673627822426,10068.604824034253,C,1107.5465306437677,0.0,0.003062082,0.996937918,0,0,0
0001516,2016,15,19,15–19,M,C,319.74673627822426,2572.4149697845783,C,282.96564667630366,0.0,0.003062082,0.996937918,0,0,0
0001616,2016,15,19,15–19,M,C,319.74673627822426,8376.655917800603,C,921.4321509580662,0.0,0.003062082,0.996937918,0,0,0
0001716,2016,15,19,15–19,M,C,319.74673627822426,3987.146293850913,C,438.58609232360044,0.0,0.003062082,0.996937918,0,0,0
0001816,2016,15,19,15–19,M,C,319.74673627822426,6439.704934339084,C,708.3675427772993,0.0,0.003062082,0.996937918,0,0,0
0001916,2016,15,19,15–19,M,C,319.74673627822426,8659.12180114027,C,952.5033981254297,0.0,0.003062082,0.996937918,0,0,0
0002016,2016,15,19,15–19,M,C,319.74673627822426,4046.2031214276194,C,445.08234335703816,0.0,0.003062082,0.996937918,0,0,0
0002116,2016,15,19,15–19,M,C,319.74673627822426,14308.710229018016,C,1573.9581251919817,0.0,0.003062082,0.996937918,0,0,0
0002216,2016,15,19,15–19,M,C,319.74673627822426,8603.883737739647,C,946.4272111513612,0.0,0.003062082,0.996937918,0,0,0
0002316,2016,15,19,15–19,M,C,319.74673627822426,7100.0242652393335,C,781.0026691763265,0.0,0.003062082,0.996937918,0,0,0
0002416,2016,15,19,15–19,M,C,319.74673627822426,2204.6743836372048,C,242.51418220009253,0.0,0.003062082,0.996937918,0,0,0
0002516,2016,15,19,15–19,M,C,319.74673627822426,4913.140611533961,C,540.4454672687358,0.0,0.003062082,0.996937918,0,0,0
0002616,2016,15,19,15–19,M,C,319.74673627822426,3925.980061274332,C,431.8578067401765,0.0,0.003062082,0.996937918,0,0,0
0002716,2016,15,19,15–19,M,C,319.74673627822426,16182.905148274229,C,1780.1195663101653,0.0,0.003062082,0.996937918,0,0,0
0002816,2016,15,19,15–19,M,C,319.74673627822426,52964.89618203395,C,5826.138580023734,0.0,0.003062082,0.996937918,0,0,0
0002916,2016,15,19,15–19,M,C,319.74673627822426,7714.454281870619,C,848.589971005768,0.0,0.003062082,0.996937918,0,0,0
0003016,2016,15,19,15–19,M,C,319.74673627822426,1145.6950857450147,C,126.02645943195161,0.0,0.003062082,0.996937918,0,0,0
0003116,2016,15,19,15–19,M,C,319.74673627822426,2576.985599649664,C,283.46841596146305,0.0,0.003062082,0.996937918,0,0,0
0003216,2016,15,19,15–19,M,C,319.74673627822426,15711.324329299874,C,1728.2456762229863,0.0,0.003062082,0.996937918,0,0,0
0003316,2016,15,19,15–19,M,C,319.74673627822426,3220.842844393781,C,354.2927128833159,0.0,0.003062082,0.996937918,0,0,0
