id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,ie,sch_status,contribution,pension,q_as,p_as,regr_0_ind,retir_0_ind,death_ind
0000117,2017,15,19,15–19,M,C,340.6005625422658,8142.819656936166,C,895.7101622629783,0.0,0.003029578,0.996970422,0,0,0
0000217,2017,15,19,15–19,M,C,340.6005625422658,4815.056487291405,C,529.6562136020547,0.0,0.003029578,0.996970422,0,0,0
0000317,2017,15,19,15–19,M,C,340.6005625422658,4416.9735887230545,C,485.867094759536,0.0,0.003029578,0.996970422,0,0,0
0000417,2017,15,19,15–19,M,C,340.6005625422658,21547.813565915574,C,2370.259492250713,0.0,0.003029578,0.996970422,0,0,0
0000517,2017,15,19,15–19,M,C,340.6005625422658,8556.77176694525,C,941.2448943639774,0.0,0.003029578,0.996970422,0,0,0
0000617,2017,15,19,15–19,M,C,340.6005625422658,5861.255296762624,C,644.7380826438887,0.0,0.003029578,0.996970422,0,0,0
0000717,2017,15,19,15–19,M,C,340.6005625422658,8354.549843870165,C,919.0004828257183,0.0,0.003029578,0.996970422,0,0,0
0000817,2017,15,19,15–19,M,C,340.6005625422658,929.9695841439597,C,102.29665425583556,0.0,0.003029578,0.996970422,0,0,0
0000917,2017,15,19,15–19,M,C,340.6005625422658,4288.404012061025,C,471.72444132671274,0.0,0.003029578,0.996970422,0,0,0
0001017,2017,15,19,15–19,M,C,340.6005625422658,2326.390096197734,C,255.90291058175072,0.0,0.003029578,0.996970422,0,0,0
0001117,2017,15,19,15–19,M,C,340.6005625422658,12705.10755014342,C,1397.5618305157761,0.0,0.003029578,0.996970422,0,0,0
0001217,2017,15,19,15–19,M,C,340.6005625422658,6186.595161830913,C,680.5254678014004,0.0,0.003029578,0.996970422,0,0,0
0001317,2017,15,19,15–19,M,C,340.6005625422658,19471.80842302344,C,2141.8989265325786,0.0,0.003029578,0.996970422,0,0,0
0001417,2017,15,19,15–19,M,C,340.6005625422658,11934.788919846764,C,1312.8267811831442,0.0,0.003029578,0.996970422,0,0,0
0001517,2017,15,19,15–19,M,C,340.6005625422658,3049.203957766581,C,335.4124353543239,0.0,0.003029578,0.996970422,0,0,0
0001617,2017,15,19,15–19,M,C,340.6005625422658,9929.2426289781,C,1092.216689187591,0.0,0.003029578,0.996970422,0,0,0
0001717,2017,15,19,15–19,M,C,340.6005625422658,4726.1512633876,C,519.8766389726359,0.0,0.003029578,0.996970422,0,0,0
0001817,2017,15,19,15–19,M,C,340.6005625422658,7633.28389986787,C,839.6612289854656,0.0,0.003029578,0.996970422,0,0,0
0001917,2017,15,19,15–19,M,C,340.6005625422658,10264.062671440177,C,1129.0468938584195,0.0,0.003029578,0.996970422,0,0,0
0002017,2017,15,19,15–19,M,C,340.6005625422658,4796.1540873857475,C,527.5769496124321,0.0,0.003029578,0.996970422,0,0,0
0002117,2017,15,19,15–19,M,C,340.6005625422658,16960.784466477668,C,1865.6862913125435,0.0,0.003029578,0.996970422,0,0,0
0002217,2017,15,19,15–19,M,C,340.6005625422658,10198.586407494065,C,1121.844504824347,0.0,0.003029578,0.996970422,0,0,0
0002317,2017,15,19,15–19,M,C,340.6005625422658,8415.991332696809,C,925.759046596649,0.0,0.003029578,0.996970422,0,0,0
0002417,2017,15,19,15–19,M,C,340.6005625422658,2613.303815727726,C,287.4634197300499,0.0,0.003029578,0.996970422,0,0,0
0002517,2017,15,19,15–19,M,C,340.6005625422658,5823.775702490039,C,640.6153272739043,0.0,0.003029578,0.996970422,0,0,0
0002617,2017,15,19,15–19,M,C,340.6005625422658,4653.648062836795,C,511.9012869120475,0.0,0.003029578,0.996970422,0,0,0
0002717,2017,15,19,15–19,M,C,340.6005625422658,19182.355493138515,C,2110.0591042452365,0.0,0.003029578,0.996970422,0,0,0
0002817,2017,15,19,15–19,M,C,340.6005625422658,62781.77236485236,C,6905.994960133759,0.0,0.003029578,0.996970422,0,0,0
0002917,2017,15,19,15–19,M,C,340.6005625422658,9144.304011828666,C,1005.8734413011533,0.0,0.003029578,0.996970422,0,0,0
0003017,2017,15,19,15–19,M,C,340.6005625422658,1358.0460504550606,C,149.38506555005668,0.0,0.003029578,0.996970422,0,0,0
0003117,2017,15,19,15–19,M,C,340.6005625422658,3054.621739437814,C,336.0083913381596,0.0,0.003029578,0.996970422,0,0,0
0003217,2017,15,19,15–19,M,C,340.6005625422658,18623.368659165993,C,2048.570552508259,0.0,0.003029578,0.996970422,0,0,0
0003317,2017,15,19,15–19,M,C,340.6005625422658,3817.815890447928,C,419.95974794927207,0.0,0.003029578,0.996970422,0,0,0
0003417,2017,15,19,15–19,M,C,340.6005625422658,87007.22402952568,C,9570.794643247826,0.0,0.003029578,0.996970422,0,0,0
0003517,2017,15,19,15–19,M,C,340.6005625422658,2314.8348604620624,C,254.63183465082682,0.0,0.003029578,0.996970422,0,0,0
0003617,2017,15,19,15–19,M,C,340.6005625422658,17664.505981854476,C,1943.0956580039924,0.0,0.003029578,0.996970422,0,0,0
0003717,2017,15,19,15–19,M,C,340.6005625422658,8777.25604807953,C,965.4981652887483,0.0,0.003029578,0.996970422,0,0,0
0003817,2017,15,19,15–19,M,C,340.6005625422658,5618.864416883118,C,618.075085857143,0.0,0.003029578,0.996970422,0,0,0
0003917,2017,15,19,15–19,M,C,340.6005625422658,5877.402859038968,C,646.5143144942864,0.0,0.003029578,0.996970422,0,0,0
0004017,2017,15,19,15–19,M,C,340.6005625422658,5195.552639911105,C,571.5107903902216,0.0,0.003029578,0.996970422,0,0,0
0004117,2017,15,19,15–19,M,C,340.6005625422658,16151.72743330723,C,1776.690017663795,0.0,0.003029578,0.996970422,0,0,0
0004217,2017,15,19,15–19,M,C,340.6005625422658,4514.403568646233,C,496.58439255108567,0.0,0.003029578,0.996970422,0,0,0
0004317,2017,15,19,15–19,M,C,340.6005625422658,9103.25465434905,C,1001.3580119783954,0.0,0.003029578,0.996970422,0,0,0
0004417,2017,15,19,15–19,M,C,340.6005625422658,4506.25218705858,C,495.6877405764438,0.0,0.003029578,0.996970422,0,0,0
0004517,2017,15,19,15–19,M,C,340.6005625422658,40521.37458879599,C,4457.351204767559,0.0,0.003029578,0.996970422,0,0,0
0004617,2017,15,19,15–19,M,C,340.6005625422658,21295.492640613735,C,2342.5041904675113,0.0,0.003029578,0.996970422,0,0,0
0004717,2017,15,19,15–19,M,C,340.6005625422658,11130.227333507506,C,1224.3250066858257,0.0,0.003029578,0.996970422,0,0,0
0004817,2017,15,19,15–19,M,C,340.6005625422658,5873.716704489813,C,646.1088374938794,0.0,0.003029578,0.996970422,0,0,0
0004917,2017,15,19,15–19,M,C,340.6005625422658,4731.553555145621,C,520.4708910660183,0.0,0.003029578,0.996970422,0,0,0
0005017,2017,15,19,15–19,M,C,340.6005625422658,13410.660936501765,C,1475.172703015194,0.0,0.003029578,0.996970422,0,0,0
0005117,2017,15,19,15–19,M,C,340.6005625422658,5937.731522032419,C,653.150467423566,0.0,0.003029578,0.996970422,0,0,0
0005217,2017,15,19,15–19,M,C,340.6005625422658,8377.69449942794,C,921.5463949370734,0.0,0.003029578,0.996970422,0,0,0
0005317,2017,15,19,15–19,M,C,340.6005625422658,5074.18596994254,C,558.1604566936794,0.0,0.003029578,0.996970422,0,0,0
0005417,2017,15,19,15–19,M,C,340.6005625422658,20474.94352004813,C,2252.243787205294,0.0,0.003029578,0.996970422,0,0,0
0005517,2017,15,19,15–19,M,C,340.6005625422658,13521.121961145556,C,1487.3234157260113,0.0,0.003029578,0.996970422,0,0,0
0005617,2017,15,19,15–19,M,C,340.6005625422658,9997.278661836706,C,1099.7006528020377,0.0,0.003029578,0.996970422,0,0,0
0005717,2017,15,19,15–19,M,C,340.6005625422658,17962.430172721906,C,1975.86731899941,0.0,0.003029578,0.996970422,0,0,0
0005817,2017,15,19,15–19,M,C,340.6005625422658,6052.370215150771,C,665.7607236665849,0.0,0.003029578,0.996970422,0,0,0
0005917,2017,15,19,15–19,M,C,340.6005625422658,6069.380373326774,C,667.6318410659451,0.0,0.003029578,0.996970422,0,0,0
0006017,2017,15,19,15–19,M,C,340.6005625422658,17450.95155046534,C,1919.6046705511876,0.0,0.003029578,0.996970422,0,0,0
0006117,2017,15,19,15–19,M,C,340.6005625422658,8921.831999011047,C,981.4015198912152,0.0,0.003029578,0.996970422,0,0,0
0006217,2017,15,19,15–19,M,C,340.6005625422658,12749.687367418517,C,1402.465610416037,0.0,0.003029578,0.996970422,0,0,0
0006317,2017,15,19,15–19,M,C,340.6005625422658,8977.361172025212,C,987.5097289227733,0.0,0.003029578,0.996970422,0,0,0
0006417,2017,15,19,15–19,M,C,340.6005625422658,8267.537426842851,C,909.4291169527136,0.0,0.003029578,0.996970422,0,0,0
0006517,2017,15,19,15–19,M,C,340.6005625422658,2346.577851575009,C,258.123563673251,0.0,0.003029578,0.996970422,0,0,0
0006617,2017,15,19,15–19,M,C,340.6005625422658,7643.760090307937,C,840.8136099338732,0.0,0.003029578,0.996970422,0,0,0
0006717,2017,15,19,15–19,M,C,340.6005625422658,2576.6782841245804,C,283.43461125370385,0.0,0.003029578,0.996970422,0,0,0
0006817,2017,15,19,15–19,M,C,340.6005625422658,2960.3089998643904,C,325.63398998508296,0.0,0.003029578,0.996970422,0,0,0
0006917,2017,15,19,15–19,M,C,340.6005625422658,4224.324174283677,C,464.6756591712045,0.0,0.003029578,0.996970422,0,0,0
0007017,2017,15,19,15–19,M,C,340.6005625422658,45836.074701884376,C,5041.968217207281,0.0,0.003029578,0.996970422,0,0,0
0007117,2017,15,19,15–19,M,C,340.6005625422658,15947.518610886993,C,1754.2270471975692,0.0,0.003029578,0.996970422,0,0,0
0007217,2017,15,19,15–19,M,C,340.6005625422658,9201.966260195877,C,1012.2162886215466,0.0,0.003029578,0.996970422,0,0,0
0007317,2017,15,19,15–19,M,C,340.6005625422658,13788.518953726916,C,1516.7370849099607,0.0,0.003029578,0.996970422,0,0,0
0007417,2017,15,19,15–19,M,C,340.6005625422658,26257.96894936357,C,2888.376584429993,0.0,0.003029578,0.996970422,0,0,0
0007517,2017,15,19,15–19,M,C,340.6005625422658,5857.428107255811,C,644.3170917981392,0.0,0.003029578,0.996970422,0,0,0
0007617,2017,15,19,15–19,M,C,340.6005625422658,2778.5213823838626,C,305.63735206222486,0.0,0.003029578,0.996970422,0,0,0
0007717,2017,15,19,15–19,M,C,340.6005625422658,9019.951699621444,C,992.194686958359,0.0,0.003029578,0.996970422,0,0,0
0007817,2017,15,19,15–19,M,C,340.6005625422658,18252.19034793439,C,2007.7409382727826,0.0,0.003029578,0.996970422,0,0,0
0007917,2017,15,19,15–19,M,C,340.6005625422658,8693.99533682466,C,956.3394870507127,0.0,0.003029578,0.996970422,0,0,0
