id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,ie,sch_status,contribution,pension,q_as,p_as,regr_0_ind,retir_0_ind,death_ind
0000120,2020,15,19,15–19,M,C,385.8286853958441,15367.904557825877,C,1690.4695013608466,0.0,0.0029548,0.9970452,0,0,0
0000220,2020,15,19,15–19,M,C,385.8286853958441,9087.433058179386,C,999.6176363997324,0.0,0.0029548,0.9970452,0,0,0
0000320,2020,15,19,15–19,M,C,385.8286853958441,8336.133109384627,C,916.974642032309,0.0,0.0029548,0.9970452,0,0,0
0000420,2020,15,19,15–19,M,C,385.8286853958441,40667.08539083787,C,4473.379392992167,0.0,0.0029548,0.9970452,0,0,0
0000520,2020,15,19,15–19,M,C,385.8286853958441,16149.154393404804,C,1776.4069832745283,0.0,0.0029548,0.9970452,0,0,0
0000620,2020,15,19,15–19,M,C,385.8286853958441,11061.919063008116,C,1216.811096930893,0.0,0.0029548,0.9970452,0,0,0
0000720,2020,15,19,15–19,M,C,385.8286853958441,15767.501926047173,C,1734.4252118651889,0.0,0.0029548,0.9970452,0,0,0
0000820,2020,15,19,15–19,M,C,385.8286853958441,1755.1271442726281,C,193.0639858699891,0.0,0.0029548,0.9970452,0,0,0
0000920,2020,15,19,15–19,M,C,385.8286853958441,8093.484362829238,C,890.2832799112163,0.0,0.0029548,0.9970452,0,0,0
0001020,2020,15,19,15–19,M,C,385.8286853958441,4390.584891829737,C,482.96433810127104,0.0,0.0029548,0.9970452,0,0,0
0001120,2020,15,19,15–19,M,C,385.8286853958441,23978.28865842554,C,2637.6117524268097,0.0,0.0029548,0.9970452,0,0,0
0001220,2020,15,19,15–19,M,C,385.8286853958441,11675.93143290833,C,1284.352457619916,0.0,0.0029548,0.9970452,0,0,0
0001320,2020,15,19,15–19,M,C,385.8286853958441,36749.050822757294,C,4042.395590503302,0.0,0.0029548,0.9970452,0,0,0
0001420,2020,15,19,15–19,M,C,385.8286853958441,22524.469995079577,C,2477.6916994587536,0.0,0.0029548,0.9970452,0,0,0
0001520,2020,15,19,15–19,M,C,385.8286853958441,5754.748032567055,C,633.022283582376,0.0,0.0029548,0.9970452,0,0,0
0001620,2020,15,19,15–19,M,C,385.8286853958441,18739.412081127433,C,2061.3353289240176,0.0,0.0029548,0.9970452,0,0,0
0001720,2020,15,19,15–19,M,C,385.8286853958441,8919.642654706307,C,981.1606920176939,0.0,0.0029548,0.9970452,0,0,0
0001820,2020,15,19,15–19,M,C,385.8286853958441,14406.26016272313,C,1584.6886178995446,0.0,0.0029548,0.9970452,0,0,0
0001920,2020,15,19,15–19,M,C,385.8286853958441,19371.316344440133,C,2130.8447978884146,0.0,0.0029548,0.9970452,0,0,0
0002020,2020,15,19,15–19,M,C,385.8286853958441,9051.758649325622,C,995.6934514258185,0.0,0.0029548,0.9970452,0,0,0
0002120,2020,15,19,15–19,M,C,385.8286853958441,32010.007330158387,C,3521.1008063174227,0.0,0.0029548,0.9970452,0,0,0
0002220,2020,15,19,15–19,M,C,385.8286853958441,19247.74330493781,C,2117.251763543159,0.0,0.0029548,0.9970452,0,0,0
0002320,2020,15,19,15–19,M,C,385.8286853958441,15883.460153781503,C,1747.1806169159656,0.0,0.0029548,0.9970452,0,0,0
