id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,ie,sch_status,contribution,pension,q_as,p_as,regr_0_ind,retir_0_ind,death_ind
0000123,2023,15,19,15–19,M,C,461.69743521163304,18564.985966203032,C,2042.1484562823337,0.0,0.002897678,0.997102322,0,0,0
0000223,2023,15,19,15–19,M,C,461.69743521163304,10977.948656506833,C,1207.5743522157516,0.0,0.002897678,0.997102322,0,0,0
0000323,2023,15,19,15–19,M,C,461.69743521163304,10070.35107524251,C,1107.738618276676,0.0,0.002897678,0.997102322,0,0,0
0000423,2023,15,19,15–19,M,C,461.69743521163304,49127.313793917405,C,5404.0045173309145,0.0,0.002897678,0.997102322,0,0,0
0000523,2023,15,19,15–19,M,C,461.69743521163304,19508.764096724757,C,2145.964050639723,0.0,0.002897678,0.997102322,0,0,0
0000623,2023,15,19,15–19,M,C,461.69743521163304,13363.199347788814,C,1469.9519282567694,0.0,0.002897678,0.997102322,0,0,0
0000723,2023,15,19,15–19,M,C,461.69743521163304,19047.71407693835,C,2095.248548463219,0.0,0.002897678,0.997102322,0,0,0
0000823,2023,15,19,15–19,M,C,461.69743521163304,2120.2572334905913,C,233.2282956839651,0.0,0.002897678,0.997102322,0,0,0
0000923,2023,15,19,15–19,M,C,461.69743521163304,9777.222590642206,C,1075.4944849706426,0.0,0.002897678,0.997102322,0,0,0
0001023,2023,15,19,15–19,M,C,461.69743521163304,5303.9857576896375,C,583.4384333458602,0.0,0.002897678,0.997102322,0,0,0
0001123,2023,15,19,15–19,M,C,461.69743521163304,28966.642183533484,C,3186.330640188683,0.0,0.002897678,0.997102322,0,0,0
0001223,2023,15,19,15–19,M,C,461.69743521163304,14104.948555521085,C,1551.5443411073193,0.0,0.002897678,0.997102322,0,0,0
0001323,2023,15,19,15–19,M,C,461.69743521163304,44394.18596261047,C,4883.360455887151,0.0,0.002897678,0.997102322,0,0,0
0001423,2023,15,19,15–19,M,C,461.69743521163304,27210.3765208425,C,2993.1414172926748,0.0,0.002897678,0.997102322,0,0,0
0001523,2023,15,19,15–19,M,C,461.69743521163304,6951.94429804269,C,764.7138727846959,0.0,0.002897678,0.997102322,0,0,0
0001623,2023,15,19,15–19,M,C,461.69743521163304,22637.889309630376,C,2490.1678240593415,0.0,0.002897678,0.997102322,0,0,0
0001723,2023,15,19,15–19,M,C,461.69743521163304,10775.251764811539,C,1185.2776941292693,0.0,0.002897678,0.997102322,0,0,0
0001823,2023,15,19,15–19,M,C,461.69743521163304,17403.284666433512,C,1914.3613133076863,0.0,0.002897678,0.997102322,0,0,0
0001923,2023,15,19,15–19,M,C,461.69743521163304,23401.252573388418,C,2574.137783072726,0.0,0.002897678,0.997102322,0,0,0
0002023,2023,15,19,15–19,M,C,461.69743521163304,10934.852677010691,C,1202.8337944711761,0.0,0.002897678,0.997102322,0,0,0
0002123,2023,15,19,15–19,M,C,461.69743521163304,38669.24957962638,C,4253.617453758901,0.0,0.002897678,0.997102322,0,0,0
0002223,2023,15,19,15–19,M,C,461.69743521163304,23251.971860749338,C,2557.716904682427,0.0,0.002897678,0.997102322,0,0,0
0002323,2023,15,19,15–19,M,C,461.69743521163304,19187.79582083865,C,2110.6575402922517,0.0,0.002897678,0.997102322,0,0,0
0002423,2023,15,19,15–19,M,C,461.69743521163304,5958.126387225526,C,655.3939025948079,0.0,0.002897678,0.997102322,0,0,0
0002523,2023,15,19,15–19,M,C,461.69743521163304,13277.74883175082,C,1460.55237149259,0.0,0.002897678,0.997102322,0,0,0
0002623,2023,15,19,15–19,M,C,461.69743521163304,10609.950191469692,C,1167.0945210616662,0.0,0.002897678,0.997102322,0,0,0
0002723,2023,15,19,15–19,M,C,461.69743521163304,43734.25613392852,C,4810.768174732137,0.0,0.002897678,0.997102322,0,0,0
0002823,2023,15,19,15–19,M,C,461.69743521163304,143137.48455598083,C,15745.12330115789,0.0,0.002897678,0.997102322,0,0,0
0002923,2023,15,19,15–19,M,C,461.69743521163304,20848.29123111993,C,2293.3120354231924,0.0,0.002897678,0.997102322,0,0,0
0003023,2023,15,19,15–19,M,C,461.69743521163304,3096.237781304617,C,340.5861559435079,0.0,0.002897678,0.997102322,0,0,0
0003123,2023,15,19,15–19,M,C,461.69743521163304,6964.296412535208,C,766.0726053788729,0.0,0.002897678,0.997102322,0,0,0
0003223,2023,15,19,15–19,M,C,461.69743521163304,42459.81028283412,C,4670.579131111753,0.0,0.002897678,0.997102322,0,0,0
0003323,2023,15,19,15–19,M,C,461.69743521163304,8704.318824909516,C,957.4750707400467,0.0,0.002897678,0.997102322,0,0,0
0003423,2023,15,19,15–19,M,C,461.69743521163304,198369.60182343016,C,21820.65620057732,0.0,0.002897678,0.997102322,0,0,0
0003523,2023,15,19,15–19,M,C,461.69743521163304,5277.640732464109,C,580.540480571052,0.0,0.002897678,0.997102322,0,0,0
0003623,2023,15,19,15–19,M,C,461.69743521163304,40273.67907794605,C,4430.104698574065,0.0,0.002897678,0.997102322,0,0,0
0003723,2023,15,19,15–19,M,C,461.69743521163304,20011.450851126785,C,2201.2595936239463,0.0,0.002897678,0.997102322,0,0,0
0003823,2023,15,19,15–19,M,C,461.69743521163304,12810.567277709075,C,1409.1624005479982,0.0,0.002897678,0.997102322,0,0,0
