id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,ie,sch_status,contribution,pension,q_as,p_as,regr_0_ind,retir_0_ind,death_ind
0000119,2019,15,19,15–19,M,C,382.16943427744536,9092.370178520558,C,1000.1607196372613,0.0,0.002973432,0.997026568,0,0,0
0000219,2019,15,19,15–19,M,C,382.16943427744536,5376.549875527168,C,591.4204863079885,0.0,0.002973432,0.997026568,0,0,0
0000319,2019,15,19,15–19,M,C,382.16943427744536,4932.045732243246,C,542.5250305467571,0.0,0.002973432,0.997026568,0,0,0
0000419,2019,15,19,15–19,M,C,382.16943427744536,24060.54729606636,C,2646.6602025672996,0.0,0.002973432,0.997026568,0,0,0
0000519,2019,15,19,15–19,M,C,382.16943427744536,9554.59407379941,C,1051.0053481179352,0.0,0.002973432,0.997026568,0,0,0
0000619,2019,15,19,15–19,M,C,382.16943427744536,6544.748025161614,C,719.9222827677776,0.0,0.002973432,0.997026568,0,0,0
0000719,2019,15,19,15–19,M,C,382.16943427744536,9328.79064694287,C,1026.166971163716,0.0,0.002973432,0.997026568,0,0,0
0000819,2019,15,19,15–19,M,C,382.16943427744536,1038.4152013730381,C,114.2256721510342,0.0,0.002973432,0.997026568,0,0,0
0000919,2019,15,19,15–19,M,C,382.16943427744536,4788.48339954304,C,526.7331739497344,0.0,0.002973432,0.997026568,0,0,0
0001019,2019,15,19,15–19,M,C,382.16943427744536,2597.6751083091885,C,285.7442619140108,0.0,0.002973432,0.997026568,0,0,0
0001119,2019,15,19,15–19,M,C,382.16943427744536,14186.675607560494,C,1560.5343168316542,0.0,0.002973432,0.997026568,0,0,0
0001219,2019,15,19,15–19,M,C,382.16943427744536,6908.026424003599,C,759.8829066403958,0.0,0.002973432,0.997026568,0,0,0
0001319,2019,15,19,15–19,M,C,382.16943427744536,21742.45503233692,C,2391.6700535570612,0.0,0.002973432,0.997026568,0,0,0
0001419,2019,15,19,15–19,M,C,382.16943427744536,13326.528577765723,C,1465.9181435542296,0.0,0.002973432,0.997026568,0,0,0
0001519,2019,15,19,15–19,M,C,382.16943427744536,3404.777743076701,C,374.5255517384371,0.0,0.002973432,0.997026568,0,0,0
0001619,2019,15,19,15–19,M,C,382.16943427744536,11087.11151402125,C,1219.5822665423375,0.0,0.002973432,0.997026568,0,0,0
0001719,2019,15,19,15–19,M,C,382.16943427744536,5277.277235263168,C,580.5004958789485,0.0,0.002973432,0.997026568,0,0,0
0001819,2019,15,19,15–19,M,C,382.16943427744536,8523.416435511977,C,937.5758079063177,0.0,0.002973432,0.997026568,0,0,0
0001919,2019,15,19,15–19,M,C,382.16943427744536,11460.975592744888,C,1260.7073152019375,0.0,0.002973432,0.997026568,0,0,0
0002019,2019,15,19,15–19,M,C,382.16943427744536,5355.443228880725,C,589.0987551768798,0.0,0.002973432,0.997026568,0,0,0
0002119,2019,15,19,15–19,M,C,382.16943427744536,18938.61553914618,C,2083.2477093060797,0.0,0.002973432,0.997026568,0,0,0
0002219,2019,15,19,15–19,M,C,382.16943427744536,11387.86401042003,C,1252.6650411462033,0.0,0.002973432,0.997026568,0,0,0
0002319,2019,15,19,15–19,M,C,382.16943427744536,9397.396950934317,C,1033.713664602775,0.0,0.002973432,0.997026568,0,0,0
0002419,2019,15,19,15–19,M,C,382.16943427744536,2918.0464117606616,C,320.9851052936728,0.0,0.002973432,0.997026568,0,0,0
0002519,2019,15,19,15–19,M,C,382.16943427744536,6502.897860277166,C,715.3187646304883,0.0,0.002973432,0.997026568,0,0,0
0002619,2019,15,19,15–19,M,C,382.16943427744536,5196.3192911714195,C,571.5951220288563,0.0,0.002973432,0.997026568,0,0,0
0002719,2019,15,19,15–19,M,C,382.16943427744536,21419.248416121456,C,2356.1173257733603,0.0,0.002973432,0.997026568,0,0,0
0002819,2019,15,19,15–19,M,C,382.16943427744536,70102.88067949588,C,7711.316874744548,0.0,0.002973432,0.997026568,0,0,0
0002919,2019,15,19,15–19,M,C,382.16943427744536,10210.639631402639,C,1123.17035945429,0.0,0.002973432,0.997026568,0,0,0
0003019,2019,15,19,15–19,M,C,382.16943427744536,1516.4105224530108,C,166.8051574698312,0.0,0.002973432,0.997026568,0,0,0
0003119,2019,15,19,15–19,M,C,382.16943427744536,3410.8273031279664,C,375.1910033440763,0.0,0.002973432,0.997026568,0,0,0
0003219,2019,15,19,15–19,M,C,382.16943427744536,20795.077007011587,C,2287.4584707712747,0.0,0.002973432,0.997026568,0,0,0
0003319,2019,15,19,15–19,M,C,382.16943427744536,4263.019053826353,C,468.93209592089886,0.0,0.002973432,0.997026568,0,0,0
0003419,2019,15,19,15–19,M,C,382.16943427744536,97153.31082004806,C,10686.864190205288,0.0,0.002973432,0.997026568,0,0,0
0003519,2019,15,19,15–19,M,C,382.16943427744536,2584.7723933731772,C,284.3249632710495,0.0,0.002973432,0.997026568,0,0,0
0003619,2019,15,19,15–19,M,C,382.16943427744536,19724.39943096369,C,2169.683937406006,0.0,0.002973432,0.997026568,0,0,0
0003719,2019,15,19,15–19,M,C,382.16943427744536,9800.789468893321,C,1078.0868415782654,0.0,0.002973432,0.997026568,0,0,0
0003819,2019,15,19,15–19,M,C,382.16943427744536,6274.091458933421,C,690.1500604826763,0.0,0.002973432,0.997026568,0,0,0
0003919,2019,15,19,15–19,M,C,382.16943427744536,6562.778587041019,C,721.9056445745122,0.0,0.002973432,0.997026568,0,0,0
0004019,2019,15,19,15–19,M,C,382.16943427744536,5801.4164471666645,C,638.1558091883331,0.0,0.002973432,0.997026568,0,0,0
0004119,2019,15,19,15–19,M,C,382.16943427744536,18035.212743671636,C,1983.87340180388,0.0,0.002973432,0.997026568,0,0,0
0004219,2019,15,19,15–19,M,C,382.16943427744536,5040.837217412977,C,554.4920939154275,0.0,0.002973432,0.997026568,0,0,0
0004319,2019,15,19,15–19,M,C,382.16943427744536,10164.803426068389,C,1118.1283768675228,0.0,0.002973432,0.997026568,0,0,0
0004419,2019,15,19,15–19,M,C,382.16943427744536,5031.735286879837,C,553.4908815567821,0.0,0.002973432,0.997026568,0,0,0
0004519,2019,15,19,15–19,M,C,382.16943427744536,45246.6533002473,C,4977.1318630272035,0.0,0.002973432,0.997026568,0,0,0
0004619,2019,15,19,15–19,M,C,382.16943427744536,23778.802721915446,C,2615.668299410699,0.0,0.002973432,0.997026568,0,0,0
0004719,2019,15,19,15–19,M,C,382.16943427744536,12428.145452187971,C,1367.095999740677,0.0,0.002973432,0.997026568,0,0,0
0004819,2019,15,19,15–19,M,C,382.16943427744536,6558.662582621396,C,721.4528840883535,0.0,0.002973432,0.997026568,0,0,0
0004919,2019,15,19,15–19,M,C,382.16943427744536,5283.309499091393,C,581.1640449000533,0.0,0.002973432,0.997026568,0,0,0
0005019,2019,15,19,15–19,M,C,382.16943427744536,14974.504988506475,C,1647.1955487357122,0.0,0.002973432,0.997026568,0,0,0
0005119,2019,15,19,15–19,M,C,382.16943427744536,6630.142296348326,C,729.3156525983159,0.0,0.002973432,0.997026568,0,0,0
0005219,2019,15,19,15–19,M,C,382.16943427744536,9354.634247176162,C,1029.009767189378,0.0,0.002973432,0.997026568,0,0,0
0005319,2019,15,19,15–19,M,C,382.16943427744536,5665.896966546884,C,623.2486663201572,0.0,0.002973432,0.997026568,0,0,0
0005419,2019,15,19,15–19,M,C,382.16943427744536,22862.567723699955,C,2514.882449606995,0.0,0.002973432,0.997026568,0,0,0
0005519,2019,15,19,15–19,M,C,382.16943427744536,15097.847094640993,C,1660.7631804105092,0.0,0.002973432,0.997026568,0,0,0
0005619,2019,15,19,15–19,M,C,382.16943427744536,11163.081365042266,C,1227.9389501546493,0.0,0.002973432,0.997026568,0,0,0
0005719,2019,15,19,15–19,M,C,382.16943427744536,20057.065158884543,C,2206.2771674772994,0.0,0.002973432,0.997026568,0,0,0
0005819,2019,15,19,15–19,M,C,382.16943427744536,6758.149237251899,C,743.3964160977089,0.0,0.002973432,0.997026568,0,0,0
0005919,2019,15,19,15–19,M,C,382.16943427744536,6777.142984067803,C,745.4857282474583,0.0,0.002973432,0.997026568,0,0,0
0006019,2019,15,19,15–19,M,C,382.16943427744536,19485.941989283823,C,2143.453618821221,0.0,0.002973432,0.997026568,0,0,0
0006119,2019,15,19,15–19,M,C,382.16943427744536,9962.224711249604,C,1095.8447182374564,0.0,0.002973432,0.997026568,0,0,0
0006219,2019,15,19,15–19,M,C,382.16943427744536,14236.453966683393,C,1566.0099363351733,0.0,0.002973432,0.997026568,0,0,0
0006319,2019,15,19,15–19,M,C,382.16943427744536,10024.22925243109,C,1102.66521776742,0.0,0.002973432,0.997026568,0,0,0
0006419,2019,15,19,15–19,M,C,382.16943427744536,9231.631537559153,C,1015.4794691315068,0.0,0.002973432,0.997026568,0,0,0
0006519,2019,15,19,15–19,M,C,382.16943427744536,2620.21699830515,C,288.2238698135665,0.0,0.002973432,0.997026568,0,0,0
0006619,2019,15,19,15–19,M,C,382.16943427744536,8535.114275517637,C,938.86257030694,0.0,0.002973432,0.997026568,0,0,0
0006719,2019,15,19,15–19,M,C,382.16943427744536,2877.1499035054107,C,316.4864893855952,0.0,0.002973432,0.997026568,0,0,0
0006819,2019,15,19,15–19,M,C,382.16943427744536,3305.5165659533413,C,363.60682225486755,0.0,0.002973432,0.997026568,0,0,0
0006919,2019,15,19,15–19,M,C,382.16943427744536,4716.931083441466,C,518.8624191785614,0.0,0.002973432,0.997026568,0,0,0
0007019,2019,15,19,15–19,M,C,382.16943427744536,51181.111246256485,C,5629.922237088214,0.0,0.002973432,0.997026568,0,0,0
0007119,2019,15,19,15–19,M,C,382.16943427744536,17807.19072115478,C,1958.7909793270258,0.0,0.002973432,0.997026568,0,0,0
0007219,2019,15,19,15–19,M,C,382.16943427744536,10275.025990129603,C,1130.2528589142564,0.0,0.002973432,0.997026568,0,0,0
0007319,2019,15,19,15–19,M,C,382.16943427744536,15396.425786495214,C,1693.6068365144736,0.0,0.002973432,0.997026568,0,0,0
0007419,2019,15,19,15–19,M,C,382.16943427744536,29319.963339768183,C,3225.1959673745,0.0,0.002973432,0.997026568,0,0,0
0007519,2019,15,19,15–19,M,C,382.16943427744536,6540.47453941523,C,719.4521993356753,0.0,0.002973432,0.997026568,0,0,0
0007619,2019,15,19,15–19,M,C,382.16943427744536,3102.530330025065,C,341.2783363027571,0.0,0.002973432,0.997026568,0,0,0
