id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,ie,sch_status,contribution,pension,q_as,p_as,regr_0_ind,retir_0_ind,death_ind
0000124,2024,15,19,15–19,M,C,472.2931301005158,26400.769632268584,C,2904.084659549544,0.0,0.002873145,0.997126855,0,0,0
0000224,2024,15,19,15–19,M,C,472.2931301005158,15611.446948730734,C,1717.2591643603807,0.0,0.002873145,0.997126855,0,0,0
0000324,2024,15,19,15–19,M,C,472.2931301005158,14320.77672116448,C,1575.285439328093,0.0,0.002873145,0.997126855,0,0,0
0000424,2024,15,19,15–19,M,C,472.2931301005158,69862.63800503427,C,7684.890180553771,0.0,0.002873145,0.997126855,0,0,0
0000524,2024,15,19,15–19,M,C,472.2931301005158,27742.89125052549,C,3051.7180375578037,0.0,0.002873145,0.997126855,0,0,0
0000624,2024,15,19,15–19,M,C,472.2931301005158,19003.44811320155,C,2090.3792924521704,0.0,0.002873145,0.997126855,0,0,0
0000724,2024,15,19,15–19,M,C,472.2931301005158,27087.244357848456,C,2979.5968793633306,0.0,0.002873145,0.997126855,0,0,0
0000824,2024,15,19,15–19,M,C,472.2931301005158,3015.161060958489,C,331.6677167054338,0.0,0.002873145,0.997126855,0,0,0
0000924,2024,15,19,15–19,M,C,472.2931301005158,13903.926549089112,C,1529.4319203998025,0.0,0.002873145,0.997126855,0,0,0
0001024,2024,15,19,15–19,M,C,472.2931301005158,7542.656179569247,C,829.6921797526171,0.0,0.002873145,0.997126855,0,0,0
0001124,2024,15,19,15–19,M,C,472.2931301005158,41192.686528285485,C,4531.195518111404,0.0,0.002873145,0.997126855,0,0,0
0001224,2024,15,19,15–19,M,C,472.2931301005158,20058.269807864133,C,2206.4096788650545,0.0,0.002873145,0.997126855,0,0,0
0001324,2024,15,19,15–19,M,C,472.2931301005158,63131.7836029951,C,6944.496196329461,0.0,0.002873145,0.997126855,0,0,0
0001424,2024,15,19,15–19,M,C,472.2931301005158,38695.14813756559,C,4256.466295132215,0.0,0.002873145,0.997126855,0,0,0
0001524,2024,15,19,15–19,M,C,472.2931301005158,9886.173910559957,C,1087.4791301615955,0.0,0.002873145,0.997126855,0,0,0
0001624,2024,15,19,15–19,M,C,472.2931301005158,32192.736461657663,C,3541.201010782343,0.0,0.002873145,0.997126855,0,0,0
0001724,2024,15,19,15–19,M,C,472.2931301005158,15323.197124434271,C,1685.5516836877698,0.0,0.002873145,0.997126855,0,0,0
0001824,2024,15,19,15–19,M,C,472.2931301005158,24748.74530795422,C,2722.3619838749646,0.0,0.002873145,0.997126855,0,0,0
0001924,2024,15,19,15–19,M,C,472.2931301005158,33278.29492687285,C,3660.6124419560133,0.0,0.002873145,0.997126855,0,0,0
0002024,2024,15,19,15–19,M,C,472.2931301005158,15550.161309795923,C,1710.5177440775517,0.0,0.002873145,0.997126855,0,0,0
0002124,2024,15,19,15–19,M,C,472.2931301005158,54990.50480635575,C,6048.955528699133,0.0,0.002873145,0.997126855,0,0,0
0002224,2024,15,19,15–19,M,C,472.2931301005158,33066.00682107519,C,3637.260750318271,0.0,0.002873145,0.997126855,0,0,0
0002324,2024,15,19,15–19,M,C,472.2931301005158,27286.450856422216,C,3001.509594206444,0.0,0.002873145,0.997126855,0,0,0
0002424,2024,15,19,15–19,M,C,472.2931301005158,8472.892060109274,C,932.0181266120201,0.0,0.002873145,0.997126855,0,0,0
0002524,2024,15,19,15–19,M,C,472.2931301005158,18881.931221511757,C,2077.0124343662933,0.0,0.002873145,0.997126855,0,0,0
0002624,2024,15,19,15–19,M,C,472.2931301005158,15088.126181445445,C,1659.6938799589989,0.0,0.002873145,0.997126855,0,0,0
0002724,2024,15,19,15–19,M,C,472.2931301005158,62193.3150573031,C,6841.264656303341,0.0,0.002873145,0.997126855,0,0,0
0002824,2024,15,19,15–19,M,C,472.2931301005158,203551.98557027144,C,22390.718412729857,0.0,0.002873145,0.997126855,0,0,0
0002924,2024,15,19,15–19,M,C,472.2931301005158,29647.79693457609,C,3261.25766280337,0.0,0.002873145,0.997126855,0,0,0
0003024,2024,15,19,15–19,M,C,472.2931301005158,4403.0768749171275,C,484.338456240884,0.0,0.002873145,0.997126855,0,0,0
0003124,2024,15,19,15–19,M,C,472.2931301005158,9903.739521963169,C,1089.4113474159485,0.0,0.002873145,0.997126855,0,0,0
0003224,2024,15,19,15–19,M,C,472.2931301005158,60380.959724269414,C,6641.905569669636,0.0,0.002873145,0.997126855,0,0,0
0003324,2024,15,19,15–19,M,C,472.2931301005158,12378.17882117443,C,1361.5996703291873,0.0,0.002873145,0.997126855,0,0,0
0003424,2024,15,19,15–19,M,C,472.2931301005158,282096.1011938936,C,31030.571131328295,0.0,0.002873145,0.997126855,0,0,0
0003524,2024,15,19,15–19,M,C,472.2931301005158,7505.191624346761,C,825.5710786781437,0.0,0.002873145,0.997126855,0,0,0
0003624,2024,15,19,15–19,M,C,472.2931301005158,57272.12105176878,C,6299.933315694565,0.0,0.002873145,0.997126855,0,0,0
0003724,2024,15,19,15–19,M,C,472.2931301005158,28457.748629050882,C,3130.3523491955975,0.0,0.002873145,0.997126855,0,0,0
0003824,2024,15,19,15–19,M,C,472.2931301005158,18217.564838086804,C,2003.9321321895482,0.0,0.002873145,0.997126855,0,0,0
0003924,2024,15,19,15–19,M,C,472.2931301005158,19055.801977064577,C,2096.1382174771034,0.0,0.002873145,0.997126855,0,0,0
0004024,2024,15,19,15–19,M,C,472.2931301005158,16845.09716996834,C,1852.960688696517,0.0,0.002873145,0.997126855,0,0,0
0004124,2024,15,19,15–19,M,C,472.2931301005158,52367.368196188414,C,5760.410501580725,0.0,0.002873145,0.997126855,0,0,0
0004224,2024,15,19,15–19,M,C,472.2931301005158,14636.665634783898,C,1610.033219826229,0.0,0.002873145,0.997126855,0,0,0
0004324,2024,15,19,15–19,M,C,472.2931301005158,29514.706104122924,C,3246.617671453522,0.0,0.002873145,0.997126855,0,0,0
0004424,2024,15,19,15–19,M,C,472.2931301005158,14610.237105533955,C,1607.1260816087351,0.0,0.002873145,0.997126855,0,0,0
0004524,2024,15,19,15–19,M,C,472.2931301005158,131378.99656053397,C,14451.689621658737,0.0,0.002873145,0.997126855,0,0,0
0004624,2024,15,19,15–19,M,C,472.2931301005158,69044.55939062947,C,7594.901532969242,0.0,0.002873145,0.997126855,0,0,0
0004724,2024,15,19,15–19,M,C,472.2931301005158,36086.58673122008,C,3969.5245404342086,0.0,0.002873145,0.997126855,0,0,0
0004824,2024,15,19,15–19,M,C,472.2931301005158,19043.850672580236,C,2094.8235739838256,0.0,0.002873145,0.997126855,0,0,0
0004924,2024,15,19,15–19,M,C,472.2931301005158,15340.712514213086,C,1687.4783765634395,0.0,0.002873145,0.997126855,0,0,0
0005024,2024,15,19,15–19,M,C,472.2931301005158,43480.242092732595,C,4782.826630200586,0.0,0.002873145,0.997126855,0,0,0
0005124,2024,15,19,15–19,M,C,472.2931301005158,19251.4004553578,C,2117.6540500893584,0.0,0.002873145,0.997126855,0,0,0
0005224,2024,15,19,15–19,M,C,472.2931301005158,27162.284300441133,C,2987.851273048525,0.0,0.002873145,0.997126855,0,0,0
0005324,2024,15,19,15–19,M,C,472.2931301005158,16451.600367893603,C,1809.6760404682964,0.0,0.002873145,0.997126855,0,0,0
0005424,2024,15,19,15–19,M,C,472.2931301005158,66384.16296571784,C,7302.257926228962,0.0,0.002873145,0.997126855,0,0,0
0005524,2024,15,19,15–19,M,C,472.2931301005158,43838.38045116732,C,4822.221849628405,0.0,0.002873145,0.997126855,0,0,0
0005624,2024,15,19,15–19,M,C,472.2931301005158,32413.323887864935,C,3565.465627665143,0.0,0.002873145,0.997126855,0,0,0
0005724,2024,15,19,15–19,M,C,472.2931301005158,58238.055244388546,C,6406.18607688274,0.0,0.002873145,0.997126855,0,0,0
0005824,2024,15,19,15–19,M,C,472.2931301005158,19623.083711953557,C,2158.5392083148913,0.0,0.002873145,0.997126855,0,0,0
0005924,2024,15,19,15–19,M,C,472.2931301005158,19678.23429692698,C,2164.6057726619683,0.0,0.002873145,0.997126855,0,0,0
0006024,2024,15,19,15–19,M,C,472.2931301005158,56579.731733990855,C,6223.770490738994,0.0,0.002873145,0.997126855,0,0,0
0006124,2024,15,19,15–19,M,C,472.2931301005158,28926.494903157283,C,3181.914439347301,0.0,0.002873145,0.997126855,0,0,0
0006224,2024,15,19,15–19,M,C,472.2931301005158,41337.22386740314,C,4547.0946254143455,0.0,0.002873145,0.997126855,0,0,0
0006324,2024,15,19,15–19,M,C,472.2931301005158,29106.53240446294,C,3201.718564490923,0.0,0.002873145,0.997126855,0,0,0
0006424,2024,15,19,15–19,M,C,472.2931301005158,26805.131419840767,C,2948.5644561824847,0.0,0.002873145,0.997126855,0,0,0
0006524,2024,15,19,15–19,M,C,472.2931301005158,7608.109216915353,C,836.8920138606887,0.0,0.002873145,0.997126855,0,0,0
0006624,2024,15,19,15–19,M,C,472.2931301005158,24782.71136665189,C,2726.0982503317077,0.0,0.002873145,0.997126855,0,0,0
0006724,2024,15,19,15–19,M,C,472.2931301005158,8354.14422296537,C,918.9558645261907,0.0,0.002873145,0.997126855,0,0,0
0006824,2024,15,19,15–19,M,C,472.2931301005158,9597.957370844895,C,1055.7753107929384,0.0,0.002873145,0.997126855,0,0,0
0006924,2024,15,19,15–19,M,C,472.2931301005158,13696.165956750334,C,1506.5782552425367,0.0,0.002873145,0.997126855,0,0,0
0007024,2024,15,19,15–19,M,C,472.2931301005158,148610.3954201069,C,16347.14349621176,0.0,0.002873145,0.997126855,0,0,0
0007124,2024,15,19,15–19,M,C,472.2931301005158,51705.279349237084,C,5687.580728416079,0.0,0.002873145,0.997126855,0,0,0
0007224,2024,15,19,15–19,M,C,472.2931301005158,29834.750324158365,C,3281.8225356574203,0.0,0.002873145,0.997126855,0,0,0
