ie,contribution,pension
15367.904557825877,1690.4695013608466,0.0
9087.433058179386,999.6176363997324,0.0
8336.133109384627,916.974642032309,0.0
40667.08539083787,4473.379392992167,0.0
16149.154393404804,1776.4069832745283,0.0
11061.919063008116,1216.811096930893,0.0
15767.501926047173,1734.4252118651889,0.0
1755.1271442726281,193.0639858699891,0.0
8093.484362829238,890.2832799112163,0.0
4390.584891829737,482.96433810127104,0.0
23978.28865842554,2637.6117524268097,0.0
11675.93143290833,1284.352457619916,0.0
36749.050822757294,4042.395590503302,0.0
22524.469995079577,2477.6916994587536,0.0
5754.748032567055,633.022283582376,0.0
18739.412081127433,2061.3353289240176,0.0
8919.642654706307,981.1606920176939,0.0
14406.26016272313,1584.6886178995446,0.0
19371.316344440133,2130.8447978884146,0.0
9051.758649325622,995.6934514258185,0.0
32010.007330158387,3521.1008063174227,0.0
19247.74330493781,2117.251763543159,0.0
15883.460153781503,1747.1806169159656,0.0
4932.075781206352,542.5283359326987,0.0
10991.184004157036,1209.030240457274,0.0
8782.807711388787,966.1088482527665,0.0
36202.767693833324,3982.304446321666,0.0
118487.73843988434,13033.651228387278,0.0
17258.00118658195,1898.3801305240147,0.0
2563.0338098852685,281.93371908737953,0.0
5764.972985979565,634.1470284577523,0.0
35147.79451801781,3866.257396981959,0.0
7205.345653673822,792.5880219041204,0.0
164208.31739631476,18062.914913594625,0.0
4368.776750742182,480.56544258163996,0.0
33338.13757732495,3667.195133505745,0.0
16565.27332170333,1822.1800653873663,0.0
10604.45591576739,1166.490150734413,0.0
11092.394279991833,1220.1633707991016,0.0
9805.541625535237,1078.6095788088762,0.0
30483.077864514376,3353.1385650965817,0.0
8520.01224408398,937.2013468492379,0.0
17180.528930719152,1889.8581823791067,0.0
8504.6281806353,935.5090998698829,0.0
76475.79628047868,8412.337590852654,0.0
40190.88131640796,4420.996944804876,0.0
21006.024764719783,2310.662724119176,0.0
11085.437418157302,1219.3981159973034,0.0
8929.838374079767,982.2822211487744,0.0
