cal_yr,age_grp,sex,pop,emp,emp_rate,qx,sch_grp,N_g_h,n_g_h
2020,15–19,M,1620165,394139,24.32706153,0.0029548,C,55945.159382397396,145
2020,15–19,M,1620165,394139,24.32706153,0.0029548,N,338193.8406,145
2020,20–24,M,1392237,612734,44.01078352,0.004232958,C,86973.12696372702,226
2020,20–24,M,1392237,612734,44.01078352,0.004232958,N,525760.873,226
2020,25–29,M,1289051,904331,70.154804,0.004420226,C,128363.1965055007,333
2020,25–29,M,1289051,904331,70.154804,0.004420226,N,775967.8035,333
2020,30–34,M,1172873,1003967,85.5989551,0.004755534,C,142505.80080610674,370
2020,30–34,M,1172873,1003967,85.5989551,0.004755534,N,861461.1992,370
2020,35–39,M,1015866,915715,90.14135248,0.005318284,C,129979.07240556995,337
2020,35–39,M,1015866,915715,90.14135248,0.005318284,N,785735.9276,337
2020,40–44,M,851093,771482,90.6460633,0.00652625,C,109506.24890469263,284
2020,40–44,M,851093,771482,90.6460633,0.00652625,N,661975.7511,284
2020,45–49,M,676209,620465,91.75642711,0.008307438,C,88070.48608377406,229
2020,45–49,M,676209,620465,91.75642711,0.008307438,N,532394.5139,229
2020,50–54,M,560404,498368,88.93004652,0.012032334,C,70739.70652303139,184
2020,50–54,M,560404,498368,88.93004652,0.012032334,N,427628.2935,184
2020,55–59,M,441986,373874,84.58953346,0.016396432,C,53068.69028227413,138
2020,55–59,M,441986,373874,84.58953346,0.016396432,N,320805.3097,138
2020,60–64,M,301030,210883,70.05386184,0.025174404,R,39932.82439931753,248
2020,65–69,M,200519,113349,56.52761186,0.038404208,R,26598.883034018152,165
2020,70–74,M,133648,56661,42.3957089,0.058887658,R,17728.922038802502,110
2020,75–79,M,82741,23386,28.26380593,0.089743378,R,10975.951734327728,68
2020,80–84,M,43971,8300,18.87618467,0.137369592,R,5832.97435006684,36
2020,85–89,M,16697,1972,11.81023319,0.224859036,R,2214.9902597973687,30
2020,90–94,M,3300,233,7.065951483,0.34130278,R,437.9980739463871,30
2020,95+,M,299,14,4.74428171,0.55933889,R,39.999824104692884,30
2020,15–19,F,1589436,348157,21.9044496,0.002055874,C,49418.3495021177,128
2020,15–19,F,1589436,348157,21.9044496,0.002055874,N,298738.6505,128
2020,20–24,F,1370940,505108,36.84388987,0.002610004,C,71696.40041307238,186
2020,20–24,F,1370940,505108,36.84388987,0.002610004,N,433411.5996,186
2020,25–29,F,1274933,765732,60.0605876,0.003060268,C,108690.07830465765,282
2020,25–29,F,1274933,765732,60.0605876,0.003060268,N,657041.9217,282
2020,30–34,F,1163992,867120,74.49531706,0.003433104,C,123081.36620527436,319
2020,30–34,F,1163992,867120,74.49531706,0.003433104,N,744038.6338,319
2020,35–39,F,1016897,828368,81.46032638,0.003959112,C,117580.80220503865,305
2020,35–39,F,1016897,828368,81.46032638,0.003959112,N,710787.1978,305
2020,40–44,F,860193,698979,81.25844205,0.00501731,C,99214.97633425162,257
2020,40–44,F,860193,698979,81.25844205,0.00501731,N,599764.0237,257
2020,45–49,F,694138,565447,81.46032638,0.006039378,C,80261.0818434394,208
2020,45–49,F,694138,565447,81.46032638,0.006039378,N,485185.9182,208
2020,50–54,F,586283,463976,79.1386566,0.008529596,C,65858.01270282219,171
2020,50–54,F,586283,463976,79.1386566,0.008529596,N,398117.9873,171
2020,55–59,F,470233,370237,78.73488795,0.011622804,C,52552.44463225201,136
2020,55–59,F,470233,370237,78.73488795,0.011622804,N,317684.5554,136
2020,60–64,F,323265,208513,64.50204282,0.0180884,R,42881.81143143601,266
2020,65–69,F,235156,95898,40.78063427,0.029004942,R,31193.862828044745,194
2020,70–74,F,164322,50259,30.5854757,0.046641708,R,21797.904145852386,135
2020,75–79,F,115222,23494,20.39031714,0.07316089,R,15284.93278600577,95
2020,80–84,F,64360,8770,13.62719214,0.118322968,R,8537.962455146697,53
2020,85–89,F,23809,2019,8.479141779,0.186275354,R,3157.986113065503,30
2020,90–94,F,5287,272,5.148050366,0.272848528,R,700.9969174347428,30
2020,95+,F,674,23,3.432033577,0.492360373,R,88.99960863294167,30
