id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,q_as,p_as,ie,contribution,pension,regr_0_ind,retir_0_ind,death_ind,sch_status
0000120,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,15367.904557825877,1690.4695013608466,0.0,0,0,0,C
0000220,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,9087.433058179386,999.6176363997324,0.0,0,0,0,C
0000320,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,8336.133109384627,916.974642032309,0.0,0,0,0,C
0000420,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,40667.08539083787,4473.379392992167,0.0,0,0,0,C
0000520,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,16149.154393404804,1776.4069832745283,0.0,0,0,0,C
0000620,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,11061.919063008116,1216.811096930893,0.0,0,0,0,C
0000720,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,15767.501926047173,1734.4252118651889,0.0,0,0,0,C
0000820,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,1755.1271442726281,193.0639858699891,0.0,0,0,0,C
0000920,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,8093.484362829238,890.2832799112163,0.0,0,0,0,C
0001020,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,4390.584891829737,482.96433810127104,0.0,0,0,0,C
0001120,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,23978.28865842554,2637.6117524268097,0.0,0,0,0,C
0001220,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,11675.93143290833,1284.352457619916,0.0,0,0,0,C
0001320,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,36749.050822757294,4042.395590503302,0.0,0,0,0,C
0001420,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,22524.469995079577,2477.6916994587536,0.0,0,0,0,C
0001520,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,5754.748032567055,633.022283582376,0.0,0,0,0,C
0001620,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,18739.412081127433,2061.3353289240176,0.0,0,0,0,C
0001720,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,8919.642654706307,981.1606920176939,0.0,0,0,0,C
0001820,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,14406.26016272313,1584.6886178995446,0.0,0,0,0,C
0001920,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,19371.316344440133,2130.8447978884146,0.0,0,0,0,C
0002020,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,9051.758649325622,995.6934514258185,0.0,0,0,0,C
0002120,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,32010.007330158387,3521.1008063174227,0.0,0,0,0,C
0002220,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,19247.74330493781,2117.251763543159,0.0,0,0,0,C
0002320,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,15883.460153781503,1747.1806169159656,0.0,0,0,0,C
0002420,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,4932.075781206352,542.5283359326987,0.0,0,0,0,C
0002520,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,10991.184004157036,1209.030240457274,0.0,0,0,0,C
0002620,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,8782.807711388787,966.1088482527665,0.0,0,0,0,C
0002720,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,36202.767693833324,3982.304446321666,0.0,0,0,0,C
0002820,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,118487.73843988434,13033.651228387278,0.0,0,0,0,C
0002920,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,17258.00118658195,1898.3801305240147,0.0,0,0,0,C
0003020,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,2563.0338098852685,281.93371908737953,0.0,0,0,0,C
0003120,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,5764.972985979565,634.1470284577523,0.0,0,0,0,C
0003220,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,35147.79451801781,3866.257396981959,0.0,0,0,0,C
0003320,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,7205.345653673822,792.5880219041204,0.0,0,0,0,C
0003420,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,164208.31739631476,18062.914913594625,0.0,0,0,0,C
0003520,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,4368.776750742182,480.56544258163996,0.0,0,0,0,C
0003620,2020,15,19,15–19,M,C,385.8286853958441,0.0029548,0.9970452,33338.13757732495,3667.195133505745,0.0,0,0,0,C
