cal_yr,age_grp,sex,pop,emp,emp_rate,qx,sch_grp,N_g_h,n_g_h
2022,15–19,M,1689759,394883,23.3691861,0.002918278,C,62718.499365578005,144
2022,15–19,M,1689759,394883,23.3691861,0.002918278,N,332164.5006,144
2022,20–24,M,1469091,621100,42.27786365,0.004183572,C,98648.10578304478,227
2022,20–24,M,1469091,621100,42.27786365,0.004183572,N,522451.8942,227
2022,25–29,M,1308035,881517,67.39246614,0.004367378,C,140009.63169012856,322
2022,25–29,M,1308035,881517,67.39246614,0.004367378,N,741507.3683,322
2022,30–34,M,1210937,995735,82.22850545,0.004698408,C,158150.65468884955,364
2022,30–34,M,1210937,995735,82.22850545,0.004698408,N,837584.3453,364
2022,35–39,M,1082775,937597,86.59204643,0.00525197,C,148916.70908950057,342
2022,35–39,M,1082775,937597,86.59204643,0.00525197,N,788680.2909,342
2022,40–44,M,905273,788284,87.07688431,0.006436562,C,125201.61559117262,288
2022,40–44,M,905273,788284,87.07688431,0.006436562,N,663082.3844,288
2022,45–49,M,720209,634818,88.14352766,0.008029984,C,100826.90909289116,232
2022,45–49,M,720209,634818,88.14352766,0.008029984,N,533991.0909,232
2022,50–54,M,591740,505514,85.4284355,0.011366774,C,80289.80606433914,185
2022,50–54,M,591740,505514,85.4284355,0.011366774,N,425224.1939,185
2022,55–59,M,476448,387156,81.25882968,0.015085876,C,61491.23497566454,141
2022,55–59,M,476448,387156,81.25882968,0.015085876,N,325664.765,141
2022,60–64,M,335999,226112,67.29549857,0.022724696,R,42628.819187064975,255
2022,65–69,M,221484,120270,54.30184322,0.034598358,R,28099.88081251087,168
2022,70–74,M,141947,57810,40.72638242,0.054012326,R,18008.923613968265,108
2022,75–79,M,85045,23091,27.15092161,0.084957188,R,10789.954233700793,65
2022,80–84,M,45001,8160,18.13293693,0.132324964,R,5708.9757850044325,34
2022,85–89,M,17011,1930,11.34520653,0.202709118,R,2157.9908467401588,30
2022,90–94,M,3452,234,6.787730403,0.302864374,R,437.9981422021267,30
2022,95+,M,304,14,4.557476128,0.501363618,R,38.99983457964142,30
2022,15–19,F,1660040,349305,21.04196425,0.001939464,C,55479.434216088404,128
2022,15–19,F,1660040,349305,21.04196425,0.001939464,N,293825.5658,128
2022,20–24,F,1448333,512611,35.39316567,0.00247753,C,81417.00877425967,187
2022,20–24,F,1448333,512611,35.39316567,0.00247753,N,431193.9912,187
2022,25–29,F,1295642,747530,57.69570842,0.00290626,C,118728.73689162899,273
2022,25–29,F,1295642,747530,57.69570842,0.00290626,N,628801.2631,273
2022,30–34,F,1202511,860542,71.56207196,0.003253004,C,136678.21329036346,314
2022,30–34,F,1202511,860542,71.56207196,0.003253004,N,723863.7867,314
2022,35–39,F,1082492,847081,78.25283479,0.003753122,C,134540.2287905142,309
2022,35–39,F,1082492,847081,78.25283479,0.003753122,N,712540.7712,309
2022,40–44,F,913125,712775,78.05889963,0.004793072,C,113208.66789201819,260
2022,40–44,F,913125,712775,78.05889963,0.004793072,N,599566.3321,260
2022,45–49,F,739224,578464,78.25283479,0.005699922,C,91876.31277352222,211
2022,45–49,F,739224,578464,78.25283479,0.005699922,N,486587.6872,211
2022,50–54,F,617654,469557,76.02258051,0.007979086,C,74578.8256447418,171
2022,50–54,F,617654,469557,76.02258051,0.007979086,N,394978.1744,171
2022,55–59,F,508390,384519,75.6347102,0.010773308,C,61072.405385694066,140
2022,55–59,F,508390,384519,75.6347102,0.010773308,N,323446.5946,140
2022,60–64,F,363779,225406,61.96228182,0.016742748,R,46153.80423560949,277
2022,65–69,F,250736,98226,39.17490118,0.027041362,R,31811.86506788597,191
2022,70–74,F,176791,51943,29.38117589,0.044361834,R,22429.904862086078,134
2022,75–79,F,115994,22720,19.58745059,0.07175443,R,14716.937577143148,88
2022,80–84,F,68232,8932,13.09062292,0.116047834,R,8656.963280921944,52
2022,85–89,F,25928,2112,8.145276483,0.17519361,R,3289.986045308212,30
2022,90–94,F,5835,289,4.945346436,0.253602024,R,739.9968612547347,30
2022,95+,F,714,24,3.296897624,0.46415362,R,90.99961401916332,30
