ie,contribution,pension
14230.904297770252,1565.3994727547279,0.0
8415.095869234103,925.6605456157514,0.0
7719.381132720248,849.1319245992273,0.0
37658.31562062605,4142.414718268865,0.0
14954.353067310587,1644.9788374041646,0.0
10243.49877649289,1126.7848654142178,0.0
14600.937302816621,1606.1031033098282,0.0
1625.2733953792927,178.7800734917222,0.0
7494.684845909616,824.4153330500578,0.0
4065.7457997451515,447.2320379719667,0.0
22204.245857877613,2442.4670443665373,0.0
10812.083207819758,1189.3291528601735,0.0
34030.158329310965,3743.3174162242058,0.0
20857.98852093619,2294.3787373029804,0.0
5328.980811996223,586.1878893195845,0.0
17352.969555449377,1908.8266510994315,0.0
8259.719502539161,908.5691452793078,0.0
13340.40752876049,1467.444828163654,0.0
17938.122141653894,1973.1934355819283,0.0
8382.060845079239,922.0266929587162,0.0
29641.734770823758,3260.5908247906136,0.0
17823.6917004493,1960.6060870494232,0.0
14708.316316996272,1617.91479486959,0.0
4567.174279850397,502.3891707835437,0.0
10177.997077857322,1119.5796785643054,0.0
8133.008344513986,894.6309178965386,0.0
33524.29216532281,3687.672138185509,0.0
109721.37807418655,12069.351588160522,0.0
15981.161409021544,1757.9277549923697,0.0
2373.4067792510295,261.0747457176132,0.0
5338.449268344001,587.2294195178401,0.0
32547.371580915602,3580.2108739007167,0.0
6672.255416732839,733.9480958406123,0.0
152059.30261812042,16726.52328799325,0.0
4045.55114226524,445.01062564917646,0.0
30871.602796831026,3395.876307651413,0.0
15339.685278532026,1687.365380638523,0.0
9819.881214082641,1080.1869335490906,0.0
10271.719272964427,1129.8891200260869,0.0
9080.074901280861,998.8082391408948,0.0
28227.775762081747,3105.0553338289924,0.0
7889.655899746358,867.8621489720994,0.0
15909.420967455979,1750.0363064201579,0.0
7875.410032079415,866.2951035287356,0.0
70817.70542419562,7789.947596661519,0.0
37217.343685648135,4093.907805421295,0.0
19451.886038106026,2139.707464191663,0.0
10265.27711719703,1129.1804828916734,0.0
8269.160887739377,909.6076976513317,0.0
23437.315376945313,2578.1046914639846,0.0
10377.153442655379,1141.4868786920918,0.0
14641.386360038094,1610.5524996041904,0.0
8867.966867696881,975.4763554466568,0.0
35783.30038144185,3936.1630419586036,0.0
23630.364018149157,2599.3400419964073,0.0
17471.873609966417,1921.906097096306,0.0
31392.273869855908,3453.1501256841498,0.0
10577.503240307975,1163.5253564338773,0.0
10607.231263682093,1166.7954390050302,0.0
30498.38162732191,3354.8219790054104,0.0
15592.355312764332,1715.1590844040766,0.0
22282.156353256643,2451.0371988582306,0.0
15689.401591595495,1725.8341750755046,0.0
14448.868924588618,1589.3755817047481,0.0
4101.027192047152,451.1129911251868,0.0
13358.716378745989,1469.4588016620587,0.0
4503.165194907033,495.3481714397736,0.0
5173.622386812043,569.0984625493247,0.0
7382.6948869954085,812.0964375694949,0.0
80106.00995102918,8811.66109461321,0.0
27870.887567198624,3065.7976323918488,0.0
16081.935584636383,1769.012914310002,0.0
24097.6838374817,2650.7452221229873,0.0
45890.07971629516,5047.908768792467,0.0
10236.810139154042,1126.0491153069447,0.0
4855.9189013024,534.151079143264,0.0
15763.835479087678,1734.0219026996447,0.0
31898.6769951224,3508.8544694634643,0.0
15194.173617516297,1671.3590979267926,0.0
25024.008244612804,2752.6409069074084,0.0
37926.95275081877,4171.964802590065,0.0
30511.5163846448,3356.266802310928,0.0
11232.835665265187,1235.6119231791706,0.0
21138.226726890425,2325.2049399579464,0.0
19253.27870734729,2117.860657808202,0.0
18927.93232443716,2082.0725556880875,0.0
25181.599372274984,2769.9759309502483,0.0
31709.39112200969,3488.0330234210655,0.0
5005.451744114394,550.5996918525834,0.0
16108.726731602634,1771.9599404762898,0.0
7862.4036129478545,864.8643974242641,0.0
14490.842926771764,1593.992721944894,0.0
73614.05586505108,8097.546145155619,0.0
17546.9502462107,1930.164527083177,0.0
7716.686582816246,848.835524109787,0.0
8917.363440699082,980.9099784768991,0.0
10549.1820360991,1160.410023970901,0.0
28666.57304355096,3153.323034790606,0.0
18697.39270249965,2056.713197274961,0.0
18919.301470953702,2081.1231618049073,0.0
70514.77596882671,7756.6253565709385,0.0
46343.25592348705,5097.758151583575,0.0
4241.776659951287,466.5954325946416,0.0
9655.935065551801,1062.1528572106981,0.0
4861.256102592434,534.7381712851677,0.0
7986.936016265885,878.5629617892473,0.0
26572.263132928536,2922.9489446221387,0.0
9817.570838631818,1079.9327922495,0.0
27962.43531844575,3075.8678850290325,0.0
7797.128881339677,857.6841769473644,0.0
5101.484637770958,561.1633101548055,0.0
69663.42821113113,7662.977103224424,0.0
12936.214454540715,1422.9835899994787,0.0
167712.39750733963,18448.363725807358,0.0
36569.415349403316,4022.6356884343654,0.0
20893.434687977217,2298.2778156774943,0.0
23413.93815360976,2575.5331968970736,0.0
2977.680635474059,327.54486990214644,0.0
11238.26435534041,1236.2090790874452,0.0
27967.86885858548,3076.465574444403,0.0
25565.46497226991,2812.2011469496897,0.0
8860.791012493857,974.6870113743242,0.0
9186.343949149319,1010.497834406425,0.0
3645.614999212495,401.01764991337444,0.0
3402.941610579472,374.32357716374196,0.0
12331.426510965866,1356.4569162062453,0.0
20080.855506904205,2208.8941057594625,0.0
3161.29753553749,347.7427289091239,0.0
18710.837486894903,2058.192123558439,0.0
18946.6818269308,2084.1350009623875,0.0
5507.109408456721,605.7820349302393,0.0
16290.503378303367,1791.9553716133705,0.0
16058.381995149508,1766.4220194664458,0.0
5410.322768817781,595.135504569956,0.0
62128.38112635327,6834.12192389886,0.0
7320.641600537917,805.2705760591708,0.0
46382.37497069651,5102.061246776617,0.0
2315.687786861342,254.7256565547476,0.0
17605.473613888455,1936.60209752773,0.0
42480.535797714016,4672.858937748542,0.0
14764.786895187055,1624.126558470576,0.0
7203.636318212843,792.3999950034128,0.0
16565.28534972428,1822.1813884696705,0.0
5747.86034168532,632.2646375853852,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
