id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight
0000122,2022,15,19,15–19,M,C,435.5451344831806
0000222,2022,15,19,15–19,M,C,435.5451344831806
0000322,2022,15,19,15–19,M,C,435.5451344831806
0000422,2022,15,19,15–19,M,C,435.5451344831806
0000522,2022,15,19,15–19,M,C,435.5451344831806
0000622,2022,15,19,15–19,M,C,435.5451344831806
0000722,2022,15,19,15–19,M,C,435.5451344831806
0000822,2022,15,19,15–19,M,C,435.5451344831806
0000922,2022,15,19,15–19,M,C,435.5451344831806
0001022,2022,15,19,15–19,M,C,435.5451344831806
0001122,2022,15,19,15–19,M,C,435.5451344831806
0001222,2022,15,19,15–19,M,C,435.5451344831806
0001322,2022,15,19,15–19,M,C,435.5451344831806
0001422,2022,15,19,15–19,M,C,435.5451344831806
0001522,2022,15,19,15–19,M,C,435.5451344831806
0001622,2022,15,19,15–19,M,C,435.5451344831806
0001722,2022,15,19,15–19,M,C,435.5451344831806
0001822,2022,15,19,15–19,M,C,435.5451344831806
0001922,2022,15,19,15–19,M,C,435.5451344831806
0002022,2022,15,19,15–19,M,C,435.5451344831806
0002122,2022,15,19,15–19,M,C,435.5451344831806
0002222,2022,15,19,15–19,M,C,435.5451344831806
0002322,2022,15,19,15–19,M,C,435.5451344831806
0002422,2022,15,19,15–19,M,C,435.5451344831806
0002522,2022,15,19,15–19,M,C,435.5451344831806
0002622,2022,15,19,15–19,M,C,435.5451344831806
0002722,2022,15,19,15–19,M,C,435.5451344831806
0002822,2022,15,19,15–19,M,C,435.5451344831806
0002922,2022,15,19,15–19,M,C,435.5451344831806
0003022,2022,15,19,15–19,M,C,435.5451344831806
0003122,2022,15,19,15–19,M,C,435.5451344831806
0003222,2022,15,19,15–19,M,C,435.5451344831806
0003322,2022,15,19,15–19,M,C,435.5451344831806
0003422,2022,15,19,15–19,M,C,435.5451344831806
0003522,2022,15,19,15–19,M,C,435.5451344831806
0003622,2022,15,19,15–19,M,C,435.5451344831806
0003722,2022,15,19,15–19,M,C,435.5451344831806
0003822,2022,15,19,15–19,M,C,435.5451344831806
0003922,2022,15,19,15–19,M,C,435.5451344831806
0004022,2022,15,19,15–19,M,C,435.5451344831806
0004122,2022,15,19,15–19,M,C,435.5451344831806
0004222,2022,15,19,15–19,M,C,435.5451344831806
0004322,2022,15,19,15–19,M,C,435.5451344831806
0004422,2022,15,19,15–19,M,C,435.5451344831806
0004522,2022,15,19,15–19,M,C,435.5451344831806
0004622,2022,15,19,15–19,M,C,435.5451344831806
0004722,2022,15,19,15–19,M,C,435.5451344831806
0004822,2022,15,19,15–19,M,C,435.5451344831806
0004922,2022,15,19,15–19,M,C,435.5451344831806
0005022,2022,15,19,15–19,M,C,435.5451344831806
0005122,2022,15,19,15–19,M,C,435.5451344831806
0005222,2022,15,19,15–19,M,C,435.5451344831806
0005322,2022,15,19,15–19,M,C,435.5451344831806
0005422,2022,15,19,15–19,M,C,435.5451344831806
0005522,2022,15,19,15–19,M,C,435.5451344831806
0005622,2022,15,19,15–19,M,C,435.5451344831806
0005722,2022,15,19,15–19,M,C,435.5451344831806
0005822,2022,15,19,15–19,M,C,435.5451344831806
0005922,2022,15,19,15–19,M,C,435.5451344831806
0006022,2022,15,19,15–19,M,C,435.5451344831806
0006122,2022,15,19,15–19,M,C,435.5451344831806
0006222,2022,15,19,15–19,M,C,435.5451344831806
0006322,2022,15,19,15–19,M,C,435.5451344831806
0006422,2022,15,19,15–19,M,C,435.5451344831806
0006522,2022,15,19,15–19,M,C,435.5451344831806
0006622,2022,15,19,15–19,M,C,435.5451344831806
0006722,2022,15,19,15–19,M,C,435.5451344831806
0006822,2022,15,19,15–19,M,C,435.5451344831806
0006922,2022,15,19,15–19,M,C,435.5451344831806
0007022,2022,15,19,15–19,M,C,435.5451344831806
0007122,2022,15,19,15–19,M,C,435.5451344831806
0007222,2022,15,19,15–19,M,C,435.5451344831806
0007322,2022,15,19,15–19,M,C,435.5451344831806
0007422,2022,15,19,15–19,M,C,435.5451344831806
0007522,2022,15,19,15–19,M,C,435.5451344831806
0007622,2022,15,19,15–19,M,C,435.5451344831806
0007722,2022,15,19,15–19,M,C,435.5451344831806
0007822,2022,15,19,15–19,M,C,435.5451344831806
0007922,2022,15,19,15–19,M,C,435.5451344831806
0008022,2022,15,19,15–19,M,C,435.5451344831806
0008122,2022,15,19,15–19,M,C,435.5451344831806
