id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight
1,2020,15,19,15–19,M,C,384.99881169978363
2,2020,15,19,15–19,M,C,384.99881169978363
3,2020,15,19,15–19,M,C,384.99881169978363
4,2020,15,19,15–19,M,C,384.99881169978363
5,2020,15,19,15–19,M,C,384.99881169978363
6,2020,15,19,15–19,M,C,384.99881169978363
7,2020,15,19,15–19,M,C,384.99881169978363
8,2020,15,19,15–19,M,C,384.99881169978363
9,2020,15,19,15–19,M,C,384.99881169978363
10,2020,15,19,15–19,M,C,384.99881169978363
11,2020,15,19,15–19,M,C,384.99881169978363
12,2020,15,19,15–19,M,C,384.99881169978363
13,2020,15,19,15–19,M,C,384.99881169978363
14,2020,15,19,15–19,M,C,384.99881169978363
15,2020,15,19,15–19,M,C,384.99881169978363
16,2020,15,19,15–19,M,C,384.99881169978363
17,2020,15,19,15–19,M,C,384.99881169978363
18,2020,15,19,15–19,M,C,384.99881169978363
19,2020,15,19,15–19,M,C,384.99881169978363
20,2020,15,19,15–19,M,C,384.99881169978363
21,2020,15,19,15–19,M,C,384.99881169978363
22,2020,15,19,15–19,M,C,384.99881169978363
23,2020,15,19,15–19,M,C,384.99881169978363
24,2020,15,19,15–19,M,C,384.99881169978363
25,2020,15,19,15–19,M,C,384.99881169978363
26,2020,15,19,15–19,M,C,384.99881169978363
27,2020,15,19,15–19,M,C,384.99881169978363
28,2020,15,19,15–19,M,C,384.99881169978363
29,2020,15,19,15–19,M,C,384.99881169978363
30,2020,15,19,15–19,M,C,384.99881169978363
31,2020,15,19,15–19,M,C,384.99881169978363
32,2020,15,19,15–19,M,C,384.99881169978363
33,2020,15,19,15–19,M,C,384.99881169978363
34,2020,15,19,15–19,M,C,384.99881169978363
35,2020,15,19,15–19,M,C,384.99881169978363
36,2020,15,19,15–19,M,C,384.99881169978363
37,2020,15,19,15–19,M,C,384.99881169978363
38,2020,15,19,15–19,M,C,384.99881169978363
39,2020,15,19,15–19,M,C,384.99881169978363
40,2020,15,19,15–19,M,C,384.99881169978363
41,2020,15,19,15–19,M,C,384.99881169978363
42,2020,15,19,15–19,M,C,384.99881169978363
43,2020,15,19,15–19,M,C,384.99881169978363
44,2020,15,19,15–19,M,C,384.99881169978363
45,2020,15,19,15–19,M,C,384.99881169978363
46,2020,15,19,15–19,M,C,384.99881169978363
47,2020,15,19,15–19,M,C,384.99881169978363
48,2020,15,19,15–19,M,C,384.99881169978363
49,2020,15,19,15–19,M,C,384.99881169978363
50,2020,15,19,15–19,M,C,384.99881169978363
51,2020,15,19,15–19,M,C,384.99881169978363
52,2020,15,19,15–19,M,C,384.99881169978363
53,2020,15,19,15–19,M,C,384.99881169978363
54,2020,15,19,15–19,M,C,384.99881169978363
55,2020,15,19,15–19,M,C,384.99881169978363
56,2020,15,19,15–19,M,C,384.99881169978363
57,2020,15,19,15–19,M,C,384.99881169978363
58,2020,15,19,15–19,M,C,384.99881169978363
59,2020,15,19,15–19,M,C,384.99881169978363
60,2020,15,19,15–19,M,C,384.99881169978363
61,2020,15,19,15–19,M,C,384.99881169978363
62,2020,15,19,15–19,M,C,384.99881169978363
63,2020,15,19,15–19,M,C,384.99881169978363
64,2020,15,19,15–19,M,C,384.99881169978363
65,2020,15,19,15–19,M,C,384.99881169978363
66,2020,15,19,15–19,M,C,384.99881169978363
67,2020,15,19,15–19,M,C,384.99881169978363
68,2020,15,19,15–19,M,C,384.99881169978363
69,2020,15,19,15–19,M,C,384.99881169978363
70,2020,15,19,15–19,M,C,384.99881169978363
71,2020,15,19,15–19,M,C,384.99881169978363
72,2020,15,19,15–19,M,C,384.99881169978363
73,2020,15,19,15–19,M,C,384.99881169978363
74,2020,15,19,15–19,M,C,384.99881169978363
75,2020,15,19,15–19,M,C,384.99881169978363
76,2020,15,19,15–19,M,C,384.99881169978363
77,2020,15,19,15–19,M,C,384.99881169978363
78,2020,15,19,15–19,M,C,384.99881169978363
79,2020,15,19,15–19,M,C,384.99881169978363
80,2020,15,19,15–19,M,C,384.99881169978363
81,2020,15,19,15–19,M,C,384.99881169978363
82,2020,15,19,15–19,M,C,384.99881169978363
83,2020,15,19,15–19,M,C,384.99881169978363
84,2020,15,19,15–19,M,C,384.99881169978363
85,2020,15,19,15–19,M,C,384.99881169978363
86,2020,15,19,15–19,M,C,384.99881169978363
87,2020,15,19,15–19,M,C,384.99881169978363
88,2020,15,19,15–19,M,C,384.99881169978363
89,2020,15,19,15–19,M,C,384.99881169978363
90,2020,15,19,15–19,M,C,384.99881169978363
