ie,contribution,pension
15367.102305054046,1690.381253555945,0.0
9086.958665699114,999.5654532269026,0.0
8335.697937115812,916.9267730827394,0.0
40664.96244155391,4473.145868570929,0.0
16148.311356943579,1776.3142492637937,0.0
11061.341596171524,1216.7475755788676,0.0
15766.678813040617,1734.334669434468,0.0
1755.0355211361677,193.05390732497844,0.0
8093.061857585311,890.2368043343841,0.0
4390.35568954089,482.9391258494978,0.0
23977.036916623812,2637.4740608286193,0.0
11675.321912702077,1284.2854103972284,0.0
36747.132407154575,4042.1845647870036,0.0
22523.294147167482,2477.562356188423,0.0
5754.447616687781,632.989237835656,0.0
18738.43382509858,2061.2277207608436,0.0
8919.177021410855,981.1094723551939,0.0
14405.508110801948,1584.6058921882143,0.0
19370.305101028716,2130.733561113159,0.0
9051.286119161276,995.6414731077404,0.0
32008.336307475343,3520.9169938222876,0.0
19246.738512426262,2117.1412363668887,0.0
15882.630987392116,1747.089408613133,0.0
4931.818311396368,542.5000142536005,0.0
10990.610229912156,1208.9671252903372,0.0
8782.349221306133,966.0584143436746,0.0
36200.87779592167,3982.0965575513837,0.0
118481.55300866737,13032.97083095341,0.0
17257.100264843655,1898.281029132802,0.0
2562.900011489362,281.91900126382984,0.0
5764.672036325685,634.1139239958254,0.0
35145.95969301159,3866.055566231275,0.0
7204.969512053413,792.5466463258755,0.0
164199.74520761502,18061.971972837655,0.0
4368.5486869066335,480.5403555597297,0.0
33336.39722208143,3667.0036944289577,0.0
16564.40856253018,1822.0849418783198,0.0
10603.902329940502,1166.4292562934552,0.0
11091.81522225342,1220.0996744478764,0.0
9805.029745537622,1078.5532720091387,0.0
30481.486552333932,3352.963520756733,0.0
8519.567472748166,937.1524220022983,0.0
17179.632053275363,1889.75952586029,0.0
8504.184212395801,935.460263363538,0.0
76471.80400428298,8411.898440471128,0.0
40188.78322646882,4420.76615491157,0.0
21004.92818440662,2310.542100284728,0.0
11084.858723588877,1219.3344595947767,0.0
8929.372208535815,982.2309429389395,0.0
25308.554932083036,2783.941042529134,0.0
11205.667275375805,1232.6234002913386,0.0
15810.357330403898,1739.1393063444286,0.0
9575.986967678482,1053.358566444633,0.0
38640.24564203234,4250.427020623558,0.0
25517.016612181324,2806.8718273399454,0.0
18866.83120112024,2075.3514321232265,0.0
33898.63876900191,3728.8502645902104,0.0
11422.013037591823,1256.4214341351003,0.0
11454.114551800494,1259.9526006980543,0.0
32933.3780059971,3622.6715806596812,0.0
16837.251818603356,1852.097700046369,0.0
24061.167800232844,2646.728458025613,0.0
16942.046290122424,1863.6250919134668,0.0
15602.469267624761,1716.2716194387237,0.0
4428.453954670431,487.1299350137474,0.0
14425.278742725819,1586.78066169984,0.0
4862.698729379945,534.8968602317939,0.0
5586.685346363791,614.535388100017,0.0
7972.130599826583,876.9343659809241,0.0
86501.68846684042,9515.185731352447,0.0
30096.10433856314,3310.571477241945,0.0
17365.920269108832,1910.2512296019718,0.0
26021.647331536788,2862.3812064690464,0.0
49553.95209128671,5450.934730041538,0.0
11054.118936801691,1215.953083048186,0.0
5243.616356344379,576.7977991978818,0.0
17022.42299283375,1872.466529211713,0.0
34445.47321260004,3789.002053386004,0.0
16407.2792238305,1804.8007146213552,0.0
27021.929649104095,2972.4122614014505,0.0
40955.04760945532,4505.055237040086,0.0
32947.56144475191,3624.23175892271,0.0
12129.667323462787,1334.2634055809065,0.0
22825.906622845392,2510.849728512993,0.0
20790.46400796062,2286.9510408756682,0.0
20439.141910211525,2248.305610123268,0.0
27192.102881281124,2991.131316940924,0.0
34241.07472068689,3766.5182192755583,0.0
5405.087928731915,594.5596721605106,0.0
17394.85042615898,1913.433546877488,0.0
8490.139358377044,933.9153294214748,0.0
15647.794481834939,1721.2573930018434,0.0
79491.4155768337,8744.055713451706,0.0
18947.901969761835,2084.2692166738016,0.0
8332.788253853636,916.6067079239,0.0
9629.327372122272,1059.22601093345,0.0
11391.430663248382,1253.057372957322,0.0
30955.31748917563,3405.0849238093197,0.0
20190.195962606685,2220.9215558867354,0.0
20429.82196780414,2247.2804164584554,0.0
76144.68860567843,8375.915746624627,0.0
50043.30996991606,5504.764096690767,0.0
4580.440885887701,503.8484974476471,0.0
10426.86669086395,1146.9553359950346,0.0
5249.379680763578,577.4317648839937,0.0
8624.614451599493,948.7075896759441,0.0
28693.797491457284,3156.3177240603013,0.0
10601.407493690253,1166.1548243059276,0.0
30194.96127904813,3321.4457406952947,0.0
8419.65308023413,926.1618388257542,0.0
5508.788106218317,605.9666916840149,0.0
75225.36908697881,8274.790599567668,0.0
13969.044187458525,1536.5948606204377,0.0
181102.58606158936,19921.284466774832,0.0
39489.124173110016,4343.803659042102,0.0
22561.570342681418,2481.772737694956,0.0
25283.31126695194,2781.1642393647135,0.0
3215.419203140715,353.69611234547864,0.0
12135.529441148548,1334.9082385263403,0.0
30200.828634028436,3322.091149743128,0.0
27606.616381132095,3036.7278019245305,0.0
9568.238190880906,1052.5062009968997,0.0
9919.783333664214,1091.1761667030635,0.0
3936.681568894799,433.0349725784279,0.0
3674.633092437677,404.2096401681445,0.0
13315.969863626966,1464.7566849989662,0.0
21684.11469086718,2385.25261599539,0.0
3413.6961101573506,375.5065721173086,0.0
20204.714181052128,2222.5185599157344,0.0
20459.388376420542,2250.53272140626,0.0
5946.798032935965,654.1477836229561,0.0
17591.14015364717,1935.0254169011887,0.0
17340.486156720577,1907.4534772392633,0.0
5842.2839302498105,642.6512323274792,0.0
67088.72246197668,7379.759470817436,0.0
7905.122967605593,869.5635264366151,0.0
50085.55228902422,5509.410751792665,0.0
2500.5727241689115,275.0629996585803,0.0
19011.09785384077,2091.220763922485,0.0
45872.18956136648,5045.9408517503125,0.0
15943.610186895221,1753.7971205584743,0.0
7778.7759620957,855.6653558305271,0.0
17887.860768026625,1967.6646844829288,0.0
6206.770564796837,682.744762127652,0.0
12574.2782432141,1383.1706067535508,0.0
41795.859056988425,4597.544496268726,0.0
28109.67362933185,3092.064099226504,0.0
9726.424021811807,1069.9066423992988,0.0
64965.243327473785,7146.176766022116,0.0
10452.285393145468,1149.7513932460015,0.0
29657.168575354724,3262.2885432890193,0.0
20355.048538641408,2239.055339250555,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
