cal_yr,age_grp,sex,pop,emp,emp_rate,qx,sch_grp,N_g_h,n_g_h
2023,15–19,M,1719980,421586,24.5111009,0.002897678,C,66022.73323526353,143
2023,15–19,M,1719980,421586,24.5111009,0.002897678,N,355563.2668,143
2023,20–24,M,1510842,669964,44.3437344,0.004154356,C,104920.12179247302,228
2023,20–24,M,1510842,669964,44.3437344,0.004154356,N,565043.8782,228
2023,25–29,M,1318954,932310,70.68553993,0.004336326,C,146004.9774895256,317
2023,25–29,M,1318954,932310,70.68553993,0.004336326,N,786305.0225,317
2023,30–34,M,1227736,1058880,86.24652929,0.004665342,C,165826.5496881036,360
2023,30–34,M,1227736,1058880,86.24652929,0.004665342,N,893053.4503,360
2023,35–39,M,1106412,1004880,90.82329087,0.0052144,C,157369.84668871027,342
2023,35–39,M,1106412,1004880,90.82329087,0.0052144,N,847510.1533,342
2023,40–44,M,934840,853806,91.33181994,0.0063919,C,133710.81059040758,290
2023,40–44,M,934840,853806,91.33181994,0.0063919,N,720095.1894,290
2023,45–49,M,749534,692949,92.45058388,0.007977624,C,108519.70169221479,236
2023,45–49,M,749534,692949,92.45058388,0.007977624,N,584429.2983,236
2023,50–54,M,608714,545425,89.60282112,0.011305686,C,85416.6155338722,186
2023,50–54,M,608714,545425,89.60282112,0.011305686,N,460008.3845,186
2023,55–59,M,489411,417122,85.22947117,0.01500809,C,65323.64578531368,142
2023,55–59,M,489411,417122,85.22947117,0.01500809,N,351798.3542,142
2023,60–64,M,358547,253076,70.58383412,0.022624092,R,44996.63239547081,260
2023,65–69,M,234025,133290,56.95525519,0.03446206,R,29368.76006895087,170
2023,70–74,M,147935,63193,42.7164414,0.053812146,R,18564.848332598074,107
2023,75–79,M,86610,24664,28.4776276,0.08468111,R,10868.911205333072,63
2023,80–84,M,45854,8721,19.018987,0.131953562,R,5754.952984330834,33
2023,85–89,M,17481,2080,11.8995801,0.202243778,R,2193.982076042024,30
2023,90–94,M,3658,260,7.119406899,0.302343984,R,458.99625018381454,30
2023,95+,M,331,16,4.780173204,0.500924403,R,41.999656879564725,30
2023,15–19,F,1690871,373178,22.07016139,0.00188127,C,58441.76880580738,127
2023,15–19,F,1690871,373178,22.07016139,0.00188127,N,314736.2312,127
2023,20–24,F,1490297,553237,37.12262169,0.00241261,C,86640.01856378444,188
2023,20–24,F,1490297,553237,37.12262169,0.00241261,N,466596.9814,188
2023,25–29,F,1307409,791178,60.51495864,0.002830912,C,123902.9142911112,269
2023,25–29,F,1307409,791178,60.51495864,0.002830912,N,667275.0857,269
2023,30–34,F,1220110,915801,75.05888988,0.003164086,C,143419.57538971107,311
2023,30–34,F,1220110,915801,75.05888988,0.003164086,N,772381.4246,311
2023,35–39,F,1105806,907608,82.07659097,0.003651132,C,142136.50568980313,309
2023,35–39,F,1105806,907608,82.07659097,0.003651132,N,765471.4943,309
2023,40–44,F,942132,771353,81.87317934,0.004688182,C,120798.20809133393,262
2023,40–44,F,942132,771353,81.87317934,0.004688182,N,650554.7919,262
2023,45–49,F,768778,630987,82.07659097,0.005591632,C,98816.10484291094,215
2023,45–49,F,768778,630987,82.07659097,0.005591632,N,532170.8951,215
2023,50–54,F,634643,506048,79.73735727,0.007858126,C,79249.95637431461,172
2023,50–54,F,634643,506048,79.73735727,0.007858126,N,426798.0436,172
2023,55–59,F,522988,414889,79.33053402,0.010611584,C,64973.94545533877,141
2023,55–59,F,522988,414889,79.33053402,0.010611584,N,349915.0545,141
2023,60–64,F,389434,253093,64.99001441,0.016523298,R,48872.60073035635,282
2023,65–69,F,262076,107685,41.08914839,0.026738074,R,32889.73130402104,190
2023,70–74,F,183638,56591,30.81686129,0.043944212,R,23045.811724915446,133
2023,75–79,F,116574,23950,20.54457419,0.07122694,R,14629.880479715046,84
2023,80–84,F,70057,9619,13.73028473,0.115435332,R,8791.92817345555,51
2023,85–89,F,27401,2341,8.543288279,0.174584682,R,3438.9719049719783,30
2023,90–94,F,6315,328,5.186996455,0.253142934,R,792.9935215594007,30
2023,95+,F,787,27,3.457997637,0.463996695,R,98.99919121611686,30
