ie,contribution,pension
8614.008136042636,947.5408949646899,0.0
5093.6822261195975,560.3050448731558,0.0
4672.564054336651,513.9820459770316,0.0
22794.688964113167,2507.4157860524488,0.0
9051.913799409853,995.7105179350839,0.0
6200.419871847351,682.0461859032085,0.0
8837.990199963418,972.178921995976,0.0
983.7827560462516,108.21610316508769,0.0
4536.55473249555,499.02102057451043,0.0
2461.00786466348,270.7108651129828,0.0
13440.295182395206,1478.4324700634727,0.0
6544.58569680088,719.9044266480968,0.0
20598.554707829302,2265.8410178612235,0.0
12625.401665372712,1388.7941831909982,0.0
3225.6477248984756,354.8212497388323,0.0
10503.803399096847,1155.418373900653,0.0
4999.632455363379,549.9595700899717,0.0
8074.9878283471035,888.2486611181814,0.0
10857.997976821738,1194.3797774503912,0.0
5073.686029048063,558.1054631952869,0.0
17942.229048810368,1973.6451953691403,0.0
10788.732894932195,1186.7606184425415,0.0
8902.987032380363,979.3285735618399,0.0
2764.523995254481,304.09763947799297,0.0
6160.771501430033,677.6848651573035,0.0
4922.933819541112,541.5227201495222,0.0
20292.35243416034,2232.1587677576376,0.0
66414.67215663455,7305.613937229802,0.0
9673.443902106172,1064.078829231679,0.0
1436.63008891223,158.0293097803453,0.0
3231.3790093136417,355.4516910245006,0.0
19701.019537369677,2167.1121491106646,0.0
4038.73578536373,444.26093639001033,0.0
92041.94213565816,10124.6136349224,0.0
2448.7839792239715,269.36623771463684,0.0
18686.671774347156,2055.5338951781873,0.0
9285.156517728241,1021.3672169501066,0.0
5944.002918095214,653.8403209904736,0.0
6217.501821182578,683.9252003300836,0.0
5496.195985786019,604.5815584364622,0.0
17086.35551115733,1879.4991062273061,0.0
4775.631870536883,525.3195057590572,0.0
9630.019202283976,1059.3021122512373,0.0
4767.008805029564,524.370968553252,0.0
42866.164927795384,4715.278142057492,0.0
22527.767357714525,2478.054409348598,0.0
11774.283705911303,1295.1712076502433,0.0
6213.602365390249,683.4962601929275,0.0
5005.34735353348,550.5882088886827,0.0
14186.675781077158,1560.5343359184876,0.0
6281.3214335228195,690.9453576875102,0.0
8862.474133008744,974.8721546309619,0.0
5367.806370566788,590.4587007623468,0.0
21659.73673707393,2382.571041078132,0.0
14303.52869015353,1573.388155916888,0.0
10575.776372253495,1163.3354009478842,0.0
19001.83550290523,2090.2019053195754,0.0
6402.593754024922,704.2853129427415,0.0
6420.588213818545,706.26470352004,0.0
18460.759905120507,2030.6835895632557,0.0
9438.098430980535,1038.190827407859,0.0
13487.454633898453,1483.62000972883,0.0
9496.840828366714,1044.6524911203385,0.0
8745.942764334462,962.053704076791,0.0
2482.363794967077,273.0600174463785,0.0
8086.070228975811,889.4677251873392,0.0
2725.7791082855497,299.83570191141047,0.0
3131.6088141913756,344.47696956105136,0.0
4468.76688169866,491.5643569868525,0.0
48488.40291703701,5333.724320874071,0.0
16870.330039405508,1855.736304334606,0.0
9734.442806356074,1070.7887086991682,0.0
14586.398748277332,1604.5038623105063,0.0
