id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight,q_as,p_as,ie,contribution,pension,regr_0_ind,retir_0_ind,death_ind,sch_status
0000118,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,8614.008136042636,947.5408949646899,0.0,0,0,0,C
0000218,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,5093.6822261195975,560.3050448731558,0.0,0,0,0,C
0000318,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,4672.564054336651,513.9820459770316,0.0,0,0,0,C
0000418,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,22794.688964113167,2507.4157860524488,0.0,0,0,0,C
0000518,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,9051.913799409853,995.7105179350839,0.0,0,0,0,C
0000618,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,6200.419871847351,682.0461859032085,0.0,0,0,0,C
0000718,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,8837.990199963418,972.178921995976,0.0,0,0,0,C
0000818,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,983.7827560462516,108.21610316508769,0.0,0,0,0,C
0000918,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,4536.55473249555,499.02102057451043,0.0,0,0,0,C
0001018,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,2461.00786466348,270.7108651129828,0.0,0,0,0,C
0001118,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,13440.295182395206,1478.4324700634727,0.0,0,0,0,C
0001218,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,6544.58569680088,719.9044266480968,0.0,0,0,0,C
0001318,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,20598.554707829302,2265.8410178612235,0.0,0,0,0,C
0001418,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,12625.401665372712,1388.7941831909982,0.0,0,0,0,C
0001518,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,3225.6477248984756,354.8212497388323,0.0,0,0,0,C
0001618,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,10503.803399096847,1155.418373900653,0.0,0,0,0,C
0001718,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,4999.632455363379,549.9595700899717,0.0,0,0,0,C
0001818,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,8074.9878283471035,888.2486611181814,0.0,0,0,0,C
0001918,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,10857.997976821738,1194.3797774503912,0.0,0,0,0,C
0002018,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,5073.686029048063,558.1054631952869,0.0,0,0,0,C
0002118,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,17942.229048810368,1973.6451953691403,0.0,0,0,0,C
0002218,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,10788.732894932195,1186.7606184425415,0.0,0,0,0,C
0002318,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,8902.987032380363,979.3285735618399,0.0,0,0,0,C
0002418,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,2764.523995254481,304.09763947799297,0.0,0,0,0,C
0002518,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,6160.771501430033,677.6848651573035,0.0,0,0,0,C
0002618,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,4922.933819541112,541.5227201495222,0.0,0,0,0,C
0002718,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,20292.35243416034,2232.1587677576376,0.0,0,0,0,C
0002818,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,66414.67215663455,7305.613937229802,0.0,0,0,0,C
0002918,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,9673.443902106172,1064.078829231679,0.0,0,0,0,C
0003018,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,1436.63008891223,158.0293097803453,0.0,0,0,0,C
0003118,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,3231.3790093136417,355.4516910245006,0.0,0,0,0,C
0003218,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,19701.019537369677,2167.1121491106646,0.0,0,0,0,C
0003318,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,4038.73578536373,444.26093639001033,0.0,0,0,0,C
0003418,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,92041.94213565816,10124.6136349224,0.0,0,0,0,C
0003518,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,2448.7839792239715,269.36623771463684,0.0,0,0,0,C
0003618,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,18686.671774347156,2055.5338951781873,0.0,0,0,0,C
0003718,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,9285.156517728241,1021.3672169501066,0.0,0,0,0,C
0003818,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,5944.002918095214,653.8403209904736,0.0,0,0,0,C
0003918,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,6217.501821182578,683.9252003300836,0.0,0,0,0,C
0004018,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,5496.195985786019,604.5815584364622,0.0,0,0,0,C
0004118,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,17086.35551115733,1879.4991062273061,0.0,0,0,0,C
0004218,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,4775.631870536883,525.3195057590572,0.0,0,0,0,C
0004318,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,9630.019202283976,1059.3021122512373,0.0,0,0,0,C
0004418,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,4767.008805029564,524.370968553252,0.0,0,0,0,C
0004518,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,42866.164927795384,4715.278142057492,0.0,0,0,0,C
0004618,2018,15,19,15–19,M,C,366.29424746011165,0.003000356,0.996999644,22527.767357714525,2478.054409348598,0.0,0,0,0,C
