id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight
0000117,2017,15,19,15–19,M,C,340.6005625422658
0000217,2017,15,19,15–19,M,C,340.6005625422658
0000317,2017,15,19,15–19,M,C,340.6005625422658
0000417,2017,15,19,15–19,M,C,340.6005625422658
0000517,2017,15,19,15–19,M,C,340.6005625422658
0000617,2017,15,19,15–19,M,C,340.6005625422658
0000717,2017,15,19,15–19,M,C,340.6005625422658
0000817,2017,15,19,15–19,M,C,340.6005625422658
0000917,2017,15,19,15–19,M,C,340.6005625422658
0001017,2017,15,19,15–19,M,C,340.6005625422658
0001117,2017,15,19,15–19,M,C,340.6005625422658
0001217,2017,15,19,15–19,M,C,340.6005625422658
0001317,2017,15,19,15–19,M,C,340.6005625422658
0001417,2017,15,19,15–19,M,C,340.6005625422658
0001517,2017,15,19,15–19,M,C,340.6005625422658
0001617,2017,15,19,15–19,M,C,340.6005625422658
0001717,2017,15,19,15–19,M,C,340.6005625422658
0001817,2017,15,19,15–19,M,C,340.6005625422658
0001917,2017,15,19,15–19,M,C,340.6005625422658
0002017,2017,15,19,15–19,M,C,340.6005625422658
0002117,2017,15,19,15–19,M,C,340.6005625422658
0002217,2017,15,19,15–19,M,C,340.6005625422658
0002317,2017,15,19,15–19,M,C,340.6005625422658
0002417,2017,15,19,15–19,M,C,340.6005625422658
0002517,2017,15,19,15–19,M,C,340.6005625422658
0002617,2017,15,19,15–19,M,C,340.6005625422658
0002717,2017,15,19,15–19,M,C,340.6005625422658
0002817,2017,15,19,15–19,M,C,340.6005625422658
0002917,2017,15,19,15–19,M,C,340.6005625422658
0003017,2017,15,19,15–19,M,C,340.6005625422658
0003117,2017,15,19,15–19,M,C,340.6005625422658
0003217,2017,15,19,15–19,M,C,340.6005625422658
0003317,2017,15,19,15–19,M,C,340.6005625422658
0003417,2017,15,19,15–19,M,C,340.6005625422658
0003517,2017,15,19,15–19,M,C,340.6005625422658
0003617,2017,15,19,15–19,M,C,340.6005625422658
0003717,2017,15,19,15–19,M,C,340.6005625422658
0003817,2017,15,19,15–19,M,C,340.6005625422658
0003917,2017,15,19,15–19,M,C,340.6005625422658
0004017,2017,15,19,15–19,M,C,340.6005625422658
0004117,2017,15,19,15–19,M,C,340.6005625422658
0004217,2017,15,19,15–19,M,C,340.6005625422658
0004317,2017,15,19,15–19,M,C,340.6005625422658
0004417,2017,15,19,15–19,M,C,340.6005625422658
0004517,2017,15,19,15–19,M,C,340.6005625422658
0004617,2017,15,19,15–19,M,C,340.6005625422658
0004717,2017,15,19,15–19,M,C,340.6005625422658
0004817,2017,15,19,15–19,M,C,340.6005625422658
0004917,2017,15,19,15–19,M,C,340.6005625422658
0005017,2017,15,19,15–19,M,C,340.6005625422658
0005117,2017,15,19,15–19,M,C,340.6005625422658
0005217,2017,15,19,15–19,M,C,340.6005625422658
0005317,2017,15,19,15–19,M,C,340.6005625422658
0005417,2017,15,19,15–19,M,C,340.6005625422658
0005517,2017,15,19,15–19,M,C,340.6005625422658
0005617,2017,15,19,15–19,M,C,340.6005625422658
0005717,2017,15,19,15–19,M,C,340.6005625422658
0005817,2017,15,19,15–19,M,C,340.6005625422658
0005917,2017,15,19,15–19,M,C,340.6005625422658
0006017,2017,15,19,15–19,M,C,340.6005625422658
0006117,2017,15,19,15–19,M,C,340.6005625422658
0006217,2017,15,19,15–19,M,C,340.6005625422658
0006317,2017,15,19,15–19,M,C,340.6005625422658
0006417,2017,15,19,15–19,M,C,340.6005625422658
0006517,2017,15,19,15–19,M,C,340.6005625422658
0006617,2017,15,19,15–19,M,C,340.6005625422658
0006717,2017,15,19,15–19,M,C,340.6005625422658
0006817,2017,15,19,15–19,M,C,340.6005625422658
0006917,2017,15,19,15–19,M,C,340.6005625422658
0007017,2017,15,19,15–19,M,C,340.6005625422658
0007117,2017,15,19,15–19,M,C,340.6005625422658
0007217,2017,15,19,15–19,M,C,340.6005625422658
0007317,2017,15,19,15–19,M,C,340.6005625422658
0007417,2017,15,19,15–19,M,C,340.6005625422658
0007517,2017,15,19,15–19,M,C,340.6005625422658
0007617,2017,15,19,15–19,M,C,340.6005625422658
0007717,2017,15,19,15–19,M,C,340.6005625422658
0007817,2017,15,19,15–19,M,C,340.6005625422658
0007917,2017,15,19,15–19,M,C,340.6005625422658
0008017,2017,15,19,15–19,M,C,340.6005625422658
0008117,2017,15,19,15–19,M,C,340.6005625422658
0008217,2017,15,19,15–19,M,C,340.6005625422658
0008317,2017,15,19,15–19,M,C,340.6005625422658
0008417,2017,15,19,15–19,M,C,340.6005625422658
0008517,2017,15,19,15–19,M,C,340.6005625422658
0008617,2017,15,19,15–19,M,C,340.6005625422658
0008717,2017,15,19,15–19,M,C,340.6005625422658
0008817,2017,15,19,15–19,M,C,340.6005625422658
0008917,2017,15,19,15–19,M,C,340.6005625422658
0009017,2017,15,19,15–19,M,C,340.6005625422658
0009117,2017,15,19,15–19,M,C,340.6005625422658
0009217,2017,15,19,15–19,M,C,340.6005625422658
0009317,2017,15,19,15–19,M,C,340.6005625422658
0009417,2017,15,19,15–19,M,C,340.6005625422658
0009517,2017,15,19,15–19,M,C,340.6005625422658
0009617,2017,15,19,15–19,M,C,340.6005625422658
0009717,2017,15,19,15–19,M,C,340.6005625422658
0009817,2017,15,19,15–19,M,C,340.6005625422658
0009917,2017,15,19,15–19,M,C,340.6005625422658
