cal_yr,age_grp,sex,pop,emp,emp_rate,qx,sch_grp,N_g_h,n_g_h
2017,15–19,M,1501181,319425,21.27827994,0.003029578,C,49387.081568628535,145
2017,15–19,M,1501181,319425,21.27827994,0.003029578,N,270037.9184,145
2017,20–24,M,1342648,516854,38.49514545,0.004339466,C,79912.06279778086,235
2017,20–24,M,1342648,516854,38.49514545,0.004339466,N,436941.9372,235
2017,25–29,M,1243789,763222,61.36267451,0.004533438,C,118003.62269672308,347
2017,25–29,M,1243789,763222,61.36267451,0.004533438,N,645218.3773,347
2017,30–34,M,1113944,834024,74.87129206,0.004875076,C,128950.49329641908,379
2017,30–34,M,1113944,834024,74.87129206,0.004875076,N,705073.5067,379
2017,35–39,M,935287,737422,78.84441487,0.005453994,C,114014.62149683383,335
2017,35–39,M,935287,737422,78.84441487,0.005453994,N,623407.3785,335
2017,40–44,M,749157,593976,79.28587296,0.006676334,C,91836.08410744973,270
2017,40–44,M,749157,593976,79.28587296,0.006676334,N,502139.9159,270
2017,45–49,M,623363,500293,80.25708076,0.008309792,C,77351.52602785196,228
2017,45–49,M,623363,500293,80.25708076,0.008309792,N,422941.474,228
2017,50–54,M,511221,397653,77.78491546,0.0116872,C,61482.10424829265,181
2017,50–54,M,511221,397653,77.78491546,0.0116872,N,336170.8958,181
2017,55–59,M,370587,274191,73.98837588,0.01549208,C,42393.34204882274,125
2017,55–59,M,370587,274191,73.98837588,0.01549208,N,231797.658,125
2017,60–64,M,257262,157636,61.27438289,0.023240282,R,31644.833051965183,236
2017,65–69,M,178627,88319,49.44330608,0.035285206,R,21972.884078079664,164
2017,70–74,M,121954,45224,37.08247956,0.055010252,R,15000.920859931417,112
2017,75–79,M,79254,19593,24.72165304,0.086293126,R,9748.948567660249,73
2017,80–84,M,42079,6947,16.51053257,0.134094,R,5175.972693220786,39
2017,85–89,M,14648,1513,10.33011931,0.204843028,R,1801.9904932735426,30
2017,90–94,M,2801,173,6.18041326,0.305210864,R,344.9981798997626,30
2017,95+,M,294,12,4.149706046,0.503095053,R,35.99981007649697,30
2017,15–19,F,1471134,281859,19.15928111,0.002250558,C,43578.910308789826,128
2017,15–19,F,1471134,281859,19.15928111,0.002250558,N,238280.0897,128
2017,20–24,F,1320306,425488,32.22644057,0.002830656,C,65785.74176817313,194
2017,20–24,F,1320306,425488,32.22644057,0.002830656,N,359702.2582,194
2017,25–29,F,1227493,644845,52.53351271,0.003316766,C,99701.06477723132,293
2017,25–29,F,1227493,644845,52.53351271,0.003316766,N,545143.9352,293
2017,30–34,F,1106316,720867,65.15921408,0.003733476,C,111455.01239690493,328
2017,30–34,F,1106316,720867,65.15921408,0.003733476,N,609411.9876,328
2017,35–39,F,936857,667523,71.25133573,0.004302698,C,103207.36589713396,304
2017,35–39,F,936857,667523,71.25133573,0.004302698,N,564315.6341,304
2017,40–44,F,761940,541547,71.07475249,0.00537253,C,83729.90800767484,246
2017,40–44,F,761940,541547,71.07475249,0.00537253,N,457817.092,246
2017,45–49,F,641680,457206,71.25133573,0.006306258,C,70689.73942803696,208
2017,45–49,F,641680,457206,71.25133573,0.006306258,N,386516.2606,208
2017,50–54,F,535277,370522,69.22062851,0.008675792,C,57287.31388840914,169
2017,50–54,F,535277,370522,69.22062851,0.008675792,N,313234.6861,169
2017,55–59,F,391237,269435,68.86746204,0.011708506,C,41658.005238843165,123
2017,55–59,F,391237,269435,68.86746204,0.011708506,N,227776.9948,123
2017,60–64,F,281475,158804,56.4183439,0.018035804,R,34623.817335795306,258
2017,65–69,F,212821,75913,35.66981367,0.028874608,R,26178.861888683725,195
2017,70–74,F,156902,41975,26.75236025,0.046959544,R,19299.898179899763,144
2017,75–79,F,111230,19838,17.83490684,0.075181666,R,13681.927818517543,102
2017,80–84,F,57246,6823,11.91936843,0.120374188,R,7041.962848852546,52
2017,85–89,F,19469,1444,7.416495912,0.180067354,R,2394.9873648113953,30
2017,90–94,F,4267,192,4.502872518,0.258493954,R,524.9972302822474,30
2017,95+,F,614,18,3.001915012,0.467606298,R,75.99959905038249,30
